sex,race,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,total_priors_count,c_charge_degree,c_charge_desc,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,person_id,agency_text,maritalstatus,language,rawscore,age,juv_priors_count,adult_priors_count,is_violent,is_drug,is_property,is_fraud,is_weapon,is_traffic,is_sexual,is_public_disorder,is_justice_related,no_charge
male,caucasian,25-45,1,1,0,0,low,2014-01-06,0,0,misdemeanor,driving under the influence,0,816,0,0,0,0,60158.0,pretrial,single,english,-3.33,37,0,0,0,0,0,0,0,1,0,0,0,0
male,african-american,25-45,3,2,1,0,low,2013-10-30,1,3,felony,grand theft in the 3rd degree,2,206,1,0,0,0,58543.0,pretrial,single,english,-2.56,37,0,3,0,0,1,0,0,0,0,0,0,0
male,caucasian,25-45,3,1,0,0,low,2013-03-15,0,2,felony,arrest case no charge,7,473,0,0,0,0,52998.0,pretrial,separated,english,-3.05,36,0,2,0,0,0,0,0,1,0,0,0,1
male,caucasian,25-45,6,4,0,0,medium,2013-09-24,0,8,felony,arrest case no charge,0,920,0,0,0,0,57558.0,pretrial,single,english,-1.98,37,0,8,0,0,0,0,0,1,0,0,0,1
female,caucasian,25-45,4,3,0,0,low,2013-02-26,0,1,felony,possession of morphine,106,392,0,0,0,0,18072.0,pretrial,single,english,-2.28,36,0,1,0,1,0,0,0,0,0,0,0,0
male,caucasian,25-45,10,10,0,0,high,2013-12-17,0,21,felony,possession of hydrocodone,0,583,0,0,0,0,59763.0,pretrial,married,english,-0.61,37,0,21,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,1,1,0,0,low,2013-01-28,0,2,misdemeanor,driving license suspended,46,1159,0,0,0,0,51616.0,pretrial,single,english,-3.42,36,0,2,0,0,0,0,0,1,0,0,0,0
male,african-american,25-45,3,1,1,0,low,2013-11-05,1,6,felony,aggravated battery / pregnant,2,48,1,0,0,0,58727.0,pretrial,single,english,-3.17,37,0,6,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,1,1,0,0,low,2013-01-28,0,0,misdemeanor,driving under the influence,0,1159,0,0,0,0,51623.0,pretrial,single,english,-3.53,36,0,0,0,0,0,0,0,1,0,0,0,0
female,african-american,25-45,2,1,0,0,low,2013-03-07,0,1,felony,arrest case no charge,0,1131,0,0,0,0,52772.0,pretrial,single,english,-3.13,36,0,1,0,0,0,0,0,1,0,0,0,1
female,african-american,25-45,5,2,1,0,medium,2013-11-08,1,0,felony,grand theft in the 3rd degree,1,90,1,0,0,0,58823.0,pretrial,divorced,english,-2.86,37,0,0,0,0,1,0,0,0,0,0,0,0
male,african-american,25-45,1,1,0,0,low,2013-09-17,0,0,felony,kidnapping / domestic violence,17,927,0,0,0,0,57337.0,pretrial,single,english,-3.56,36,0,0,1,0,0,0,0,0,0,0,1,0
male,hispanic,25-45,1,1,0,0,low,2014-03-28,0,0,felony,aggravated assault w/dead weap,0,735,0,0,0,0,62341.0,pretrial,single,spanish,-3.37,37,0,0,1,0,0,0,0,0,0,0,0,0
female,caucasian,25-45,3,1,0,0,low,2013-04-12,0,3,felony,arrest case no charge,0,1085,0,0,0,0,67356.0,probation,single,english,-2.82,36,0,3,0,0,0,0,0,1,0,0,0,1
female,other,25-45,1,1,0,0,low,2013-01-07,0,0,felony,criminal mischief,0,1180,0,0,0,0,50970.0,pretrial,single,english,-3.41,36,0,0,0,0,1,0,0,0,0,0,0,0
male,caucasian,25-45,1,1,0,0,low,2013-05-01,0,1,felony,possession of anabolic steroid,0,1066,0,0,0,0,54403.0,pretrial,married,english,-3.1,36,0,1,0,1,0,0,0,0,0,0,0,0
male,caucasian,25-45,2,1,0,0,low,2014-02-04,0,0,felony,grand theft (motor vehicle),0,787,0,0,0,0,60951.0,pretrial,single,english,-3.36,37,0,0,0,0,1,0,0,1,0,0,0,0
male,caucasian,25-45,4,1,0,0,low,2013-08-23,0,0,felony,possession of cocaine,0,952,0,0,0,0,56710.0,pretrial,single,english,-3.3,36,0,0,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,8,4,0,0,high,2013-03-30,0,1,felony,unlawful conveyance of fuel,0,1098,0,0,0,0,53435.0,pretrial,single,english,-2.11,36,0,1,0,0,0,0,0,1,0,0,0,0
male,hispanic,25-45,3,1,0,0,low,2013-01-28,0,2,misdemeanor,possess cannabis/20 grams or less,0,1159,0,0,0,0,51644.0,pretrial,single,english,-3.22,36,0,2,0,1,0,0,0,0,0,0,0,0
female,african-american,25-45,7,2,1,0,medium,2014-03-04,1,1,felony,arrest case no charge,2,324,1,0,0,0,61683.0,pretrial,married,english,-2.82,37,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,25-45,2,1,1,0,low,2013-07-19,1,2,felony,false ownership info/pawn item,0,237,1,0,0,0,55859.0,pretrial,divorced,english,-3.3,36,0,2,0,0,0,1,0,0,0,0,0,0
female,african-american,25-45,1,1,0,0,low,2013-04-09,0,1,felony,arrest case no charge,0,1088,0,0,0,0,53777.0,pretrial,married,english,-3.45,36,0,1,0,0,0,0,0,1,0,0,0,1
male,other,25-45,1,1,0,0,low,2013-09-23,0,1,misdemeanor,expired dl more than 6 months,0,921,0,0,0,0,57481.0,pretrial,single,english,-3.18,36,0,1,0,0,0,0,0,1,0,0,0,0
male,caucasian,25-45,1,1,0,0,low,2014-01-13,0,0,misdemeanor,battery,0,809,0,0,0,0,60346.0,pretrial,single,english,-3.49,37,0,0,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,4,2,0,0,low,2013-03-07,0,1,misdemeanor,arrest case no charge,4,1121,0,0,0,0,52774.0,pretrial,single,english,-2.87,36,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,25-45,2,2,0,0,low,2013-01-10,0,0,misdemeanor,assault,0,1177,0,0,0,0,51076.0,pretrial,single,english,-2.84,36,0,0,1,0,0,0,0,0,0,0,0,0
female,african-american,25-45,6,1,1,0,medium,2013-03-14,1,22,felony,possession of cocaine,0,365,0,0,0,0,52982.0,pretrial,single,english,-3.05,36,0,22,0,1,0,0,0,0,0,0,0,0
male,other,25-45,1,1,0,0,low,2013-03-12,0,0,felony,throw in occupied dwell,0,204,0,0,0,0,52899.0,pretrial,single,english,-3.41,36,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,1,1,0,0,low,2013-10-10,0,0,misdemeanor,viol injunct domestic violence,1,7,0,0,0,0,57995.0,pretrial,single,english,-3.52,36,0,0,0,0,0,0,0,0,0,0,1,0
male,caucasian,25-45,1,3,0,0,low,2013-03-21,0,8,felony,aggravated assault w/dead weap,0,1107,0,0,0,0,53190.0,pretrial,single,english,-2.44,36,0,8,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,1,1,0,0,low,2013-08-07,0,1,felony,burglary dwelling assault/batt,0,968,0,0,0,0,56254.0,pretrial,single,english,-3.48,36,0,1,1,0,1,0,0,0,0,0,0,0
male,caucasian,25-45,1,2,1,0,low,2014-01-13,1,3,misdemeanor,battery,0,316,1,0,1,0,60383.0,pretrial,single,english,-2.77,37,1,2,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,4,2,1,0,low,2013-03-07,0,3,misdemeanor,battery,0,769,0,0,0,0,52759.0,pretrial,single,english,-2.91,36,0,3,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,3,1,0,0,low,2013-09-07,0,0,felony,aggravated assault w/dead weap,5,937,0,0,0,0,57067.0,pretrial,married,english,-3.1,36,0,0,1,0,0,0,0,0,0,0,0,0
male,hispanic,25-45,1,1,0,0,low,2013-04-07,0,0,felony,arrest case no charge,0,1090,0,0,0,0,53718.0,pretrial,unknown,english,-3.25,36,0,0,0,0,0,0,0,1,0,0,0,1
male,caucasian,25-45,1,1,0,0,low,2013-05-13,0,0,felony,fleeing or attmp eluding a leo,2,1054,0,0,0,0,54737.0,pretrial,married,english,-3.24,36,0,0,0,0,0,0,0,0,0,0,1,0
male,caucasian,25-45,3,6,0,0,low,2013-03-11,0,3,felony,poss wep conv felon,0,1117,0,0,0,0,52864.0,pretrial,single,english,-1.69,36,0,3,0,0,0,0,1,0,0,0,0,0
male,caucasian,25-45,1,1,1,1,low,2013-02-07,1,3,felony,arrest case no charge,0,673,1,0,0,0,51944.0,pretrial,single,english,-3.3,36,0,3,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,2,3,0,0,low,2013-03-22,0,3,felony,arrest case no charge,0,1106,0,0,0,0,53224.0,pretrial,single,english,-2.44,36,0,3,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,4,3,1,1,low,2013-05-17,1,3,felony,arrest case no charge,33,488,1,0,0,0,54879.0,pretrial,single,english,-2.55,36,0,3,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,4,2,0,0,low,2013-10-03,0,1,felony,possession of cannabis,0,911,0,0,0,0,57807.0,pretrial,single,english,-2.72,36,0,1,0,1,0,0,0,0,0,0,0,0
male,other,25-45,5,1,0,0,medium,2014-02-02,0,6,felony,burglary unoccupied dwelling,25,789,0,0,0,0,60892.0,pretrial,single,english,-2.98,37,0,6,0,0,1,0,0,0,0,0,0,0
male,hispanic,25-45,4,1,0,0,low,2013-05-29,0,3,felony,arrest case no charge,0,1038,0,0,0,0,41432.0,pretrial,single,english,-3.22,36,0,3,0,0,0,0,0,1,0,0,0,1
female,other,25-45,1,1,0,0,low,2013-05-24,0,0,felony,grand theft in the 3rd degree,0,1043,0,0,0,0,55048.0,pretrial,separated,english,-3.39,36,0,0,0,0,1,0,0,0,0,0,0,0
female,african-american,25-45,5,5,0,0,medium,2013-06-14,0,1,felony,arrest case no charge,0,7,0,0,0,0,55407.0,pretrial,single,english,-1.85,36,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,25-45,2,1,0,0,low,2013-03-24,0,3,felony,possession of cocaine,0,1104,0,0,0,0,53293.0,pretrial,divorced,english,-3.18,36,0,3,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,8,6,1,1,high,2013-03-31,1,7,felony,aggravated battery / pregnant,0,137,1,0,0,0,8925.0,pretrial,single,english,-1.64,36,0,7,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,3,1,0,0,low,2013-12-09,0,2,misdemeanor,opert with susp dl 2nd offense,0,844,0,0,0,0,59502.0,pretrial,single,english,-2.98,36,0,2,0,0,0,0,0,1,0,0,0,0
male,african-american,25-45,7,4,1,0,medium,2013-02-03,1,6,misdemeanor,disorderly conduct,35,87,1,0,0,1,51803.0,pretrial,single,english,-2.16,36,1,5,0,0,0,0,0,0,0,1,0,0
male,caucasian,25-45,1,1,1,0,low,2013-10-18,1,0,felony,resist officer w/violence,0,364,1,0,0,0,58218.0,pretrial,single,english,-3.34,36,0,0,0,0,0,0,0,0,0,0,1,0
male,caucasian,25-45,1,1,0,0,low,2014-01-28,0,1,felony,pos cannabis w/intent sel/del,0,211,0,0,0,0,60755.0,pretrial,divorced,english,-3.16,37,0,1,0,1,0,0,0,0,0,0,0,0
male,caucasian,25-45,8,5,1,0,high,2013-04-17,1,10,felony,grand theft in the 3rd degree,0,276,1,0,0,0,53998.0,pretrial,single,english,-1.96,36,0,10,0,0,1,0,0,0,0,0,0,0
male,caucasian,25-45,2,2,0,0,low,2013-11-15,0,2,felony,arrest case no charge,18,868,0,0,0,0,59018.0,pretrial,divorced,english,-2.92,36,0,2,0,0,0,0,0,1,0,0,0,1
male,hispanic,25-45,1,1,1,1,low,2013-12-28,1,0,misdemeanor,battery,0,283,1,0,0,0,60012.0,pretrial,married,english,-3.52,36,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,9,7,1,0,high,2013-04-16,1,16,felony,arrest case no charge,354,381,0,0,0,0,39369.0,pretrial,divorced,english,-1.46,36,0,16,0,0,0,0,0,1,0,0,0,1
female,african-american,25-45,6,2,0,0,medium,2013-01-27,0,3,misdemeanor,susp drivers lic 1st offense,1,541,0,0,0,0,51596.0,pretrial,single,english,-2.86,36,0,3,0,0,0,0,0,1,0,0,0,0
male,caucasian,25-45,3,2,0,0,low,2014-03-20,0,0,felony,possession of cocaine,0,743,0,0,0,0,62122.0,pretrial,single,english,-2.88,37,0,0,0,1,0,0,0,0,0,0,0,0
female,caucasian,25-45,4,4,0,0,low,2014-01-23,0,1,felony,arrest case no charge,6,799,0,0,0,0,60609.0,pretrial,single,english,-2.16,36,0,1,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,2,1,1,0,low,2013-03-02,1,1,felony,possession of cocaine,0,526,1,0,0,0,17682.0,pretrial,single,english,-3.01,36,0,1,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,3,2,0,0,low,2013-01-13,0,0,felony,driving while license revoked,0,1174,0,0,0,0,51164.0,pretrial,married,english,-2.66,35,0,0,0,0,0,0,0,1,0,0,0,0
male,hispanic,25-45,2,2,0,0,low,2013-01-14,0,1,misdemeanor,battery,0,1173,0,0,0,0,51168.0,pretrial,married,english,-2.8,35,0,1,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,1,1,0,0,low,2013-04-20,0,1,felony,"poss3,4 methylenedioxymethcath",0,1077,0,0,0,0,54106.0,pretrial,single,english,-3.22,36,0,1,0,1,0,0,0,0,0,0,0,0
male,hispanic,25-45,1,1,0,0,low,2013-10-14,0,3,misdemeanor,battery,0,900,0,0,0,0,46058.0,pretrial,married,english,-3.51,36,0,3,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,4,2,0,0,low,2013-04-12,0,8,felony,lewd or lascivious molestation,39,1085,0,0,0,0,32759.0,pretrial,single,english,-2.87,36,0,8,0,0,0,0,0,0,1,0,0,0
female,hispanic,25-45,4,3,1,1,low,2014-01-12,1,10,felony,battery on a person over 65,0,218,1,0,0,2,49241.0,probation,divorced,english,-2.18,36,2,8,1,0,0,0,0,0,0,0,0,0
female,african-american,25-45,2,1,0,0,low,2013-03-20,0,7,felony,possession of cocaine,0,114,0,0,1,0,53143.0,pretrial,single,english,-3.22,36,1,6,0,1,0,0,0,0,0,0,0,0
male,caucasian,25-45,3,2,0,0,low,2013-08-19,0,5,felony,burglary unoccupied dwelling,0,956,0,0,0,0,10467.0,probation,single,english,-2.71,36,0,5,0,0,1,0,0,0,0,0,0,0
male,african-american,25-45,1,1,1,0,low,2013-04-14,1,2,misdemeanor,resist/obstruct w/o violence,0,324,0,0,0,0,53903.0,pretrial,single,english,-3.09,36,0,2,0,0,0,0,0,0,0,0,1,0
male,caucasian,25-45,1,1,0,0,low,2014-01-06,0,0,felony,aggravated battery / pregnant,0,816,0,0,0,0,60157.0,pretrial,single,english,-3.45,36,0,0,1,0,0,0,0,0,0,0,0,0
female,african-american,25-45,1,1,0,0,low,2013-08-08,0,1,felony,arrest case no charge,0,967,0,0,0,0,56272.0,pretrial,married,english,-3.45,36,0,1,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,9,7,1,0,high,2013-04-21,1,19,felony,driving while license revoked,179,393,1,2,2,1,54124.0,pretrial,single,english,-1.36,36,5,14,0,0,0,0,0,1,0,0,0,0
male,african-american,25-45,3,4,0,0,low,2013-02-04,0,0,misdemeanor,resist/obstruct w/o violence,0,1152,0,0,0,0,51819.0,pretrial,single,english,-2.19,35,0,0,0,0,0,0,0,0,0,0,1,0
male,caucasian,25-45,1,1,0,0,low,2013-04-18,0,1,felony,felony battery (dom strang),0,1079,0,0,0,0,54063.0,pretrial,single,english,-3.48,36,0,1,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,4,4,1,0,low,2014-03-02,1,0,felony,possession of methamphetamine,1,389,1,0,0,0,61631.0,pretrial,single,english,-1.98,36,0,0,0,1,0,0,0,0,0,0,0,0
male,other,25-45,2,1,1,1,low,2013-09-23,1,1,felony,"poss3,4 methylenedioxymethcath",0,79,0,0,0,0,63108.0,drrd,single,english,-2.9,36,0,1,0,1,0,0,0,0,0,0,0,0
female,caucasian,25-45,5,1,1,0,medium,2013-05-07,1,2,felony,possession of cocaine,0,24,1,0,0,0,54556.0,pretrial,single,english,-3.0,36,0,2,0,1,0,0,0,0,0,0,0,0
male,caucasian,25-45,4,2,0,0,low,2013-12-22,0,2,misdemeanor,driving under the influence,0,831,0,0,0,0,59898.0,pretrial,single,english,-2.6,36,0,2,0,0,0,0,0,1,0,0,0,0
female,caucasian,25-45,4,1,0,0,low,2013-09-09,0,1,felony,possession of cocaine,38,935,0,0,0,0,57080.0,pretrial,single,english,-3.08,36,0,1,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,1,1,1,1,low,2013-05-12,0,0,misdemeanor,assault,0,946,1,0,0,0,54713.0,pretrial,single,english,-3.21,36,0,0,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,1,1,0,0,low,2013-06-06,0,1,felony,arrest case no charge,0,1030,0,0,0,0,55298.0,pretrial,single,english,-3.01,36,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,25-45,1,1,0,0,low,2013-08-25,0,0,misdemeanor,battery,0,950,0,0,0,0,56730.0,pretrial,single,english,-3.37,36,0,0,1,0,0,0,0,0,0,0,0,0
male,other,25-45,4,2,0,0,low,2013-12-23,0,1,felony,arrest case no charge,0,830,0,0,0,0,59942.0,pretrial,single,english,-2.93,36,0,1,0,0,0,0,0,1,0,0,0,1
female,caucasian,25-45,2,1,0,0,low,2013-11-08,0,0,misdemeanor,driving under the influence,0,875,0,0,0,0,58830.0,pretrial,divorced,english,-3.28,36,0,0,0,0,0,0,0,1,0,0,0,0
female,caucasian,25-45,1,1,1,1,low,2013-09-05,1,0,felony,aggravated assault w/dead weap,1,52,1,0,0,0,56994.0,pretrial,married,english,-3.41,36,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,6,2,0,0,medium,2013-09-17,0,6,felony,arrest case no charge,0,927,0,0,0,0,57335.0,pretrial,single,english,-2.6,36,0,6,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,6,7,1,1,medium,2013-10-21,1,6,felony,aggravated assault,0,321,0,0,0,0,58261.0,pretrial,single,english,-1.42,36,0,6,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,10,8,0,0,high,2013-08-18,0,17,felony,felony petit theft,179,957,0,0,0,0,29994.0,probation,single,english,-1.11,36,0,17,0,0,1,0,0,0,0,0,0,0
male,hispanic,25-45,7,2,1,0,medium,2013-01-09,1,7,felony,felony battery (dom strang),0,2,1,1,0,1,51030.0,pretrial,married,english,-2.78,35,2,5,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,7,3,0,0,medium,2013-08-07,0,14,felony,grand theft in the 3rd degree,55,773,0,0,0,0,1851.0,pretrial,single,english,-2.27,36,0,14,0,0,1,0,0,0,0,0,0,0
male,caucasian,25-45,3,3,1,0,low,2013-01-03,1,0,felony,possession of alprazolam,0,53,0,0,0,0,50907.0,pretrial,single,english,-2.44,35,0,0,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,6,5,0,0,medium,2013-02-19,0,15,felony,aggravated assault w/firearm,55,594,0,0,0,0,52298.0,pretrial,single,english,-1.84,35,0,15,1,0,0,0,1,0,0,0,0,0
male,caucasian,25-45,5,2,1,0,medium,2013-03-18,1,5,misdemeanor,felony/driving under influence,0,38,0,0,0,0,53049.0,pretrial,single,english,-2.83,35,0,5,0,0,0,0,0,1,0,0,0,0
male,other,25-45,1,1,1,0,low,2013-02-14,1,0,felony,felony committing prostitution,0,509,1,0,0,0,52170.0,pretrial,single,english,-3.29,35,0,0,0,0,0,0,0,0,0,1,0,0
male,african-american,25-45,8,6,0,0,high,2013-01-27,0,0,felony,driving while license revoked,4,1160,0,0,0,0,51600.0,pretrial,single,english,-1.71,35,0,0,0,0,0,0,0,1,0,0,0,0
male,caucasian,25-45,2,2,1,0,low,2013-10-07,0,0,misdemeanor,susp drivers lic 1st offense,0,760,1,0,0,0,57922.0,pretrial,divorced,english,-2.57,36,0,0,0,0,0,0,0,1,0,0,0,0
male,hispanic,25-45,1,1,0,0,low,2013-10-15,0,0,misdemeanor,battery,0,899,0,0,0,0,58132.0,pretrial,significant other,english,-3.25,36,0,0,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,2,2,0,0,low,2013-09-26,0,4,misdemeanor,battery,0,55,0,0,0,0,1476.0,pretrial,single,english,-2.69,36,0,4,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,3,1,0,0,low,2013-12-15,0,3,misdemeanor,disorderly conduct,1,838,0,0,0,0,59693.0,pretrial,unknown,english,-3.04,36,0,3,0,0,0,0,0,0,0,1,0,0
male,caucasian,25-45,1,1,0,0,low,2013-04-17,0,0,felony,possession of cocaine,1,545,0,0,0,0,53993.0,pretrial,single,english,-3.56,35,0,0,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,1,1,0,0,low,2013-03-20,0,2,felony,driving while license revoked,0,61,0,0,0,0,53120.0,pretrial,significant other,english,-3.26,35,0,2,0,0,0,0,0,1,0,0,0,0
female,african-american,25-45,1,1,0,0,low,2013-08-29,0,0,misdemeanor,battery,1,946,0,0,0,0,56874.0,pretrial,separated,english,-3.49,36,0,0,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,6,8,0,0,medium,2013-09-03,0,9,felony,arrest case no charge,0,232,0,0,0,0,56948.0,pretrial,single,english,-1.2,36,0,9,0,0,0,0,0,1,0,0,0,1
female,caucasian,25-45,1,1,0,0,low,2013-11-08,0,0,felony,child abuse,0,875,0,0,0,0,58826.0,pretrial,married,english,-3.49,36,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,25-45,1,1,0,0,low,2013-08-28,0,0,misdemeanor,dui level 0.15 or minor in veh,0,947,0,0,0,0,56821.0,pretrial,single,english,-3.34,36,0,0,0,0,0,0,0,1,0,0,0,0
female,other,25-45,1,1,0,0,low,2013-05-06,0,0,misdemeanor,battery,0,1061,0,0,0,0,54527.0,pretrial,married,english,-3.52,35,0,0,1,0,0,0,0,0,0,0,0,0
male,hispanic,25-45,1,1,0,0,low,2013-01-07,0,1,misdemeanor,driving under the influence,0,1180,0,0,0,0,51023.0,probation,separated,english,-3.35,35,0,1,0,0,0,0,0,1,0,0,0,0
male,african-american,25-45,2,1,1,0,low,2013-01-09,1,3,felony,felony battery (dom strang),4,98,1,0,0,0,51035.0,pretrial,single,english,-3.18,35,0,3,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,4,3,0,0,low,2013-06-11,0,6,felony,arrest case no charge,0,1025,0,1,0,0,55350.0,pretrial,single,english,-2.33,35,1,5,0,0,0,0,0,1,0,0,0,1
female,caucasian,25-45,5,2,1,0,medium,2013-07-10,1,2,felony,possession of cocaine,0,155,1,0,0,0,55765.0,pretrial,single,english,-2.8,36,0,2,0,1,0,0,0,0,0,0,0,0
female,other,25-45,1,1,0,0,low,2014-01-02,0,0,felony,"poss3,4 methylenedioxymethcath",0,820,0,0,0,0,60092.0,pretrial,single,english,-3.4,36,0,0,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,9,5,1,1,high,2013-06-05,1,19,felony,arrest case no charge,0,79,0,0,0,0,55259.0,pretrial,single,english,-1.78,35,0,19,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,4,2,0,0,low,2013-12-01,0,5,misdemeanor,battery,5,852,0,0,0,0,59306.0,pretrial,significant other,english,-2.87,36,0,5,1,0,0,0,0,0,0,0,0,0
male,other,25-45,3,3,1,0,low,2014-01-28,1,2,felony,felony driving while lic suspd,0,15,1,0,0,0,60769.0,pretrial,married,english,-2.36,36,0,2,0,0,0,0,0,1,0,0,0,0
male,african-american,25-45,3,2,0,0,low,2014-02-06,0,4,felony,sell or offer for sale counterfeit goods,0,785,0,0,0,0,61039.0,pretrial,single,english,-2.94,36,0,4,0,0,0,1,0,0,0,0,0,0
male,african-american,25-45,1,1,0,0,low,2013-05-27,0,0,felony,burglary dwelling assault/batt,9,1040,0,0,0,0,55096.0,pretrial,single,english,-3.48,35,0,0,1,0,1,0,0,0,0,0,0,0
male,caucasian,25-45,4,2,0,0,low,2013-02-14,0,0,felony,aggravated assault w/dead weap,158,1142,0,0,0,0,52195.0,pretrial,single,english,-2.74,35,0,0,1,0,0,0,0,0,0,0,0,0
female,african-american,25-45,10,9,1,0,high,2013-01-19,1,7,felony,grand theft in the 3rd degree,39,123,0,0,0,0,51378.0,pretrial,single,english,-0.78,35,0,7,0,0,1,0,0,0,0,0,0,0
male,african-american,25-45,5,6,0,0,medium,2013-04-13,0,3,felony,felony battery w/prior convict,1,1084,0,0,0,0,11081.0,pretrial,single,english,-1.66,35,0,3,1,0,0,0,0,0,0,0,0,0
male,hispanic,25-45,4,5,0,0,low,2013-12-13,0,0,felony,burglary conveyance unoccup,0,840,0,0,0,0,59637.0,pretrial,divorced,english,-1.93,36,0,0,0,0,1,0,0,0,0,0,0,0
male,african-american,25-45,7,3,1,1,medium,2013-04-01,1,2,felony,burglary dwelling assault/batt,193,292,1,0,0,0,53499.0,pretrial,single,english,-2.31,35,0,2,1,0,1,0,0,0,0,0,0,0
male,african-american,25-45,7,2,1,1,medium,2014-04-01,1,37,misdemeanor,arrest case no charge,30,138,1,0,5,0,62415.0,pretrial,significant other,english,-2.59,36,5,32,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,9,9,1,1,high,2013-08-13,1,22,misdemeanor,possess cannabis/20 grams or less,0,83,0,1,2,2,56406.0,pretrial,single,english,-0.68,36,5,17,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,9,3,0,0,high,2013-02-19,0,15,felony,possession of cocaine,1,1137,0,0,0,0,52294.0,pretrial,separated,english,-2.41,35,0,15,0,1,0,0,0,0,0,0,0,0
male,caucasian,25-45,1,2,1,0,low,2013-12-06,1,5,felony,attempted robbery  weapon,0,46,1,0,0,0,59452.0,pretrial,married,english,-2.61,36,0,5,1,0,0,0,1,0,0,0,1,0
male,african-american,25-45,2,2,0,0,low,2013-02-22,0,1,misdemeanor,arrest case no charge,7,1134,0,0,0,0,50411.0,pretrial,married,english,-2.75,35,0,1,0,0,0,0,0,1,0,0,0,1
male,african-american,25-45,7,6,0,0,medium,2013-02-03,0,8,misdemeanor,disorderly conduct,1,1153,0,1,0,0,18546.0,pretrial,single,english,-1.51,35,1,7,0,0,0,0,0,0,0,1,0,0
male,caucasian,25-45,1,1,0,0,low,2013-01-08,0,0,felony,possession of alprazolam,0,1179,0,0,0,0,50995.0,pretrial,single,english,-3.43,35,0,0,0,1,0,0,0,0,0,0,0,0
male,african-american,25-45,4,1,0,0,low,2013-02-08,0,3,felony,manufacture cannabis,0,1148,0,0,0,0,51984.0,pretrial,single,english,-3.04,35,0,3,0,1,0,0,0,0,0,0,0,0
female,african-american,25-45,4,1,0,0,low,2014-03-23,0,0,misdemeanor,viol prot injunc repeat viol,0,740,0,0,0,0,62202.0,pretrial,single,english,-2.98,36,0,0,0,0,0,0,0,0,0,0,1,0
male,african-american,25-45,9,6,1,1,high,2013-10-04,1,16,misdemeanor,battery,0,28,1,2,3,0,47525.0,pretrial,single,english,-1.6,36,5,11,1,0,0,0,0,0,0,0,0,0
male,african-american,25-45,1,1,0,0,low,2013-10-21,0,1,misdemeanor,battery,3,893,0,0,0,0,48654.0,pretrial,married,english,-3.02,36,0,1,1,0,0,0,0,0,0,0,0,0
male,other,25-45,1,1,0,0,low,2014-03-27,0,2,felony,grand theft in the 3rd degree,0,736,0,0,0,0,62295.0,pretrial,single,english,-3.45,36,0,2,0,0,1,0,0,0,0,0,0,0
male,african-american,25-45,3,2,0,0,low,2013-11-30,0,5,felony,possession of cannabis,0,853,0,0,0,0,4204.0,pretrial,married,english,-2.59,36,0,5,0,1,0,0,0,0,0,0,0,0
