sex,race,age,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,priors_count,c_charge_degree,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,juv_priors_count
male,caucasian,40,25 - 45,2,1,0,0,low,2013-04-10,0,0,felony,22,1087,0,0,0,0,0
female,african-american,52,greater than 45,1,1,0,0,low,2014-01-17,0,0,felony,1,805,0,0,0,0,0
male,african-american,23,less than 25,9,10,0,0,high,2013-01-31,0,3,felony,33,985,0,1,0,1,2
female,african-american,26,25 - 45,2,2,0,0,low,2013-09-09,0,1,misdemeanor,0,935,0,0,0,0,0
male,caucasian,22,less than 25,8,6,1,0,high,2013-08-28,1,1,felony,19,79,0,0,1,0,1
male,caucasian,42,25 - 45,4,2,0,0,low,2013-01-27,0,3,felony,1,1030,0,0,0,0,0
male,african-american,23,less than 25,10,6,1,0,high,2013-04-23,1,6,felony,666,1001,1,0,3,1,4
male,other,33,25 - 45,3,2,1,0,low,2014-01-24,1,4,felony,1,58,0,0,0,0,0
male,african-american,28,25 - 45,3,2,0,0,low,2014-01-14,0,1,felony,1,808,0,0,0,0,0
female,caucasian,37,25 - 45,4,2,0,0,low,2013-02-26,0,4,misdemeanor,0,1130,0,0,0,0,0
male,caucasian,50,greater than 45,1,1,1,0,low,2013-03-16,0,1,felony,0,746,1,0,0,0,0
male,native american,38,25 - 45,10,7,1,0,high,2013-10-25,1,25,misdemeanor,0,415,1,0,0,1,1
male,african-american,32,25 - 45,7,2,0,0,medium,2014-03-01,0,1,felony,0,762,0,0,0,0,0
male,hispanic,24,less than 25,6,6,1,0,medium,2014-02-23,1,3,felony,97,483,1,0,0,0,0
male,african-american,51,greater than 45,2,1,0,0,low,2014-01-29,0,3,felony,0,793,0,0,0,0,0
male,african-american,32,25 - 45,5,2,0,0,medium,2013-10-22,0,4,felony,108,892,0,0,0,0,0
female,caucasian,31,25 - 45,3,3,1,0,low,2013-08-02,1,1,felony,0,72,0,0,0,0,0
female,african-american,29,25 - 45,5,4,0,0,medium,2013-08-14,0,1,felony,0,7,0,0,0,0,0
male,hispanic,43,25 - 45,1,1,0,0,low,2013-09-21,0,0,misdemeanor,0,923,0,0,0,0,0
male,african-american,26,25 - 45,7,7,1,1,medium,2013-01-30,1,9,felony,10,90,0,0,0,0,0
male,caucasian,27,25 - 45,10,5,1,0,high,2013-02-05,1,0,felony,27,244,1,0,0,0,0
male,hispanic,27,25 - 45,1,2,0,0,low,2014-03-03,0,1,misdemeanor,0,760,0,0,0,0,0
female,hispanic,57,greater than 45,2,1,0,0,low,2013-05-13,0,1,misdemeanor,0,1054,0,0,0,0,0
male,african-american,28,25 - 45,6,3,1,0,medium,2013-02-17,1,3,misdemeanor,1,7,1,0,0,0,0
male,african-american,32,25 - 45,1,2,1,1,low,2013-11-19,1,3,felony,2,203,1,0,0,0,0
male,african-american,27,25 - 45,3,2,1,0,low,2013-05-16,1,5,misdemeanor,0,242,1,0,0,0,0
male,hispanic,45,greater than 45,1,1,1,0,low,2013-10-05,1,0,misdemeanor,2,108,1,0,0,0,0
female,caucasian,42,25 - 45,1,1,0,0,low,2013-11-19,0,0,misdemeanor,0,864,0,0,0,0,0
male,african-american,33,25 - 45,2,1,1,0,low,2014-03-02,1,0,felony,0,367,1,0,0,0,0
male,caucasian,26,25 - 45,4,4,1,1,low,2013-07-03,0,4,misdemeanor,0,781,1,0,0,0,0
female,caucasian,28,25 - 45,4,3,0,0,low,2014-01-30,0,3,misdemeanor,44,792,0,0,0,1,1
female,caucasian,53,greater than 45,1,1,0,0,low,2013-12-09,0,0,misdemeanor,0,844,0,0,0,0,0
male,caucasian,24,less than 25,2,3,0,0,low,2013-04-13,0,0,felony,0,1084,0,0,0,0,0
male,hispanic,28,25 - 45,2,2,0,0,low,2013-02-05,0,1,felony,0,1151,0,0,0,0,0
male,hispanic,28,25 - 45,5,4,0,0,medium,2013-12-07,0,1,felony,1,54,0,0,0,0,0
male,african-american,39,25 - 45,7,4,1,0,medium,2013-02-03,1,6,misdemeanor,35,87,1,0,0,1,1
male,african-american,22,less than 25,7,6,1,0,medium,2013-12-07,1,1,felony,0,20,1,0,0,0,0
male,african-american,46,greater than 45,2,2,1,0,low,2013-01-22,1,2,felony,9,91,1,0,0,0,0
male,african-american,25,25 - 45,2,4,0,0,low,2013-12-06,0,0,misdemeanor,1,847,0,0,0,0,0
male,caucasian,52,greater than 45,5,3,0,0,medium,2013-08-22,0,1,felony,0,953,0,0,0,0,0
male,african-american,28,25 - 45,2,3,1,1,low,2013-11-20,1,4,misdemeanor,0,20,1,0,0,0,0
female,caucasian,57,greater than 45,1,1,1,0,low,2013-02-22,1,1,felony,0,434,1,0,0,0,0
male,african-american,49,greater than 45,1,1,1,0,low,2014-01-13,1,3,felony,0,270,1,0,0,0,0
male,african-american,32,25 - 45,10,10,1,1,high,2014-02-11,1,19,felony,14,140,1,0,0,0,0
male,african-american,63,greater than 45,9,1,0,0,high,2013-03-12,0,3,misdemeanor,219,1116,0,0,0,0,0
male,caucasian,29,25 - 45,3,3,0,0,low,2013-01-22,0,2,felony,2,1165,0,0,0,0,0
male,african-american,46,greater than 45,1,1,0,0,low,2013-09-21,0,0,misdemeanor,1,923,0,0,0,0,0
male,african-american,23,less than 25,10,8,1,1,high,2013-10-11,1,5,felony,0,63,1,0,0,0,0
male,african-american,28,25 - 45,7,5,1,0,medium,2014-02-06,1,10,misdemeanor,0,68,1,0,0,0,0
male,african-american,27,25 - 45,2,3,0,0,low,2013-11-04,0,1,felony,0,590,0,0,0,0,0
female,hispanic,69,greater than 45,1,1,0,0,low,2014-02-17,0,0,misdemeanor,0,774,0,0,0,0,0
male,hispanic,47,greater than 45,1,1,0,0,low,2014-03-31,0,0,misdemeanor,0,732,0,0,0,0,0
male,hispanic,45,greater than 45,3,3,0,0,low,2013-05-15,0,1,felony,127,1052,0,0,0,0,0
female,caucasian,33,25 - 45,1,1,0,0,low,2014-01-24,0,1,misdemeanor,0,798,0,0,0,0,0
female,hispanic,27,25 - 45,2,2,1,0,low,2014-03-11,1,0,misdemeanor,1,344,1,0,0,0,0
male,caucasian,47,greater than 45,5,6,1,0,medium,2013-07-02,1,4,felony,0,617,1,0,0,0,0
male,african-american,32,25 - 45,9,6,1,1,high,2013-05-10,1,14,felony,1,413,0,0,0,0,0
male,african-american,24,less than 25,7,5,0,0,medium,2013-05-21,0,2,felony,0,317,0,0,0,0,0
male,hispanic,47,greater than 45,4,1,0,0,low,2013-10-07,0,0,misdemeanor,0,907,0,0,0,0,0
male,caucasian,25,25 - 45,5,3,0,0,medium,2014-03-05,0,1,felony,0,257,0,0,0,0,0
male,african-american,21,less than 25,8,7,0,0,high,2013-11-23,0,1,felony,108,860,0,0,0,0,0
male,african-american,25,25 - 45,2,3,1,0,low,2014-03-12,1,2,misdemeanor,0,253,1,0,0,0,0
female,caucasian,26,25 - 45,6,6,0,0,medium,2013-01-17,0,0,felony,0,1170,0,0,0,0,0
male,caucasian,20,less than 25,4,6,0,0,low,2014-03-11,0,0,felony,0,752,0,0,0,0,0
male,african-american,45,greater than 45,5,4,1,0,medium,2013-09-09,1,0,felony,0,145,1,0,0,0,0
male,african-american,33,25 - 45,7,9,1,1,medium,2013-01-03,1,7,felony,79,194,1,0,0,0,0
male,caucasian,35,25 - 45,1,2,0,0,low,2014-02-04,0,2,felony,0,787,0,0,0,0,0
male,caucasian,41,25 - 45,1,1,0,0,low,2013-11-26,0,5,felony,0,857,0,0,0,0,0
male,caucasian,23,less than 25,3,5,0,0,low,2013-01-16,0,0,misdemeanor,2,1171,0,0,0,0,0
female,caucasian,21,less than 25,5,5,1,0,medium,2014-03-10,1,0,misdemeanor,0,24,1,0,1,0,1
male,african-american,54,greater than 45,1,1,0,0,low,2013-02-23,0,0,felony,1,1133,0,0,0,0,0
male,caucasian,22,less than 25,3,5,0,0,low,2013-10-10,0,0,misdemeanor,0,97,0,0,0,0,0
male,african-american,23,less than 25,6,5,1,0,medium,2013-08-25,1,2,felony,5,13,1,0,0,0,0
male,hispanic,30,25 - 45,1,2,0,0,low,2013-12-17,0,1,misdemeanor,0,836,0,0,0,0,0
male,african-american,36,25 - 45,8,3,1,0,high,2013-11-20,1,5,misdemeanor,0,121,0,0,0,0,0
female,hispanic,24,less than 25,6,3,1,1,medium,2013-12-20,1,2,felony,0,48,1,0,0,0,0
male,african-american,29,25 - 45,7,5,1,0,medium,2013-08-07,1,10,felony,22,377,1,0,0,1,1
male,african-american,54,greater than 45,5,4,1,1,medium,2013-03-17,1,4,misdemeanor,78,79,1,0,0,0,0
male,caucasian,22,less than 25,5,6,1,1,medium,2013-08-29,1,2,misdemeanor,13,179,1,0,0,0,0
male,caucasian,38,25 - 45,1,1,0,0,low,2013-12-11,0,2,felony,0,84,0,0,0,0,0
male,african-american,26,25 - 45,4,3,1,1,low,2013-02-02,1,0,misdemeanor,0,4,1,0,0,0,0
female,african-american,20,less than 25,4,6,0,0,low,2014-02-11,0,0,felony,0,780,0,0,0,0,0
male,hispanic,56,greater than 45,1,1,0,0,low,2013-04-10,0,0,misdemeanor,0,1087,0,0,0,0,0
male,african-american,52,greater than 45,1,1,1,0,low,2013-09-30,1,6,misdemeanor,2,682,1,0,0,0,0
male,african-american,29,25 - 45,1,2,0,0,low,2013-04-12,0,0,felony,1,209,0,0,0,0,0
female,african-american,23,less than 25,7,5,0,0,medium,2013-12-16,0,6,misdemeanor,0,837,0,0,0,0,0
male,african-american,35,25 - 45,1,1,0,0,low,2014-01-22,0,1,misdemeanor,8,800,0,0,0,0,0
male,caucasian,32,25 - 45,9,10,1,0,high,2013-11-12,1,8,felony,0,215,0,0,0,0,0
male,african-american,21,less than 25,7,6,1,1,medium,2013-11-20,1,1,misdemeanor,0,30,1,0,0,0,0
male,hispanic,25,25 - 45,3,6,0,0,low,2013-10-08,0,0,felony,0,906,0,0,0,0,0
male,african-american,32,25 - 45,2,2,1,0,low,2013-12-23,1,5,misdemeanor,0,674,1,0,1,0,1
female,african-american,30,25 - 45,4,4,0,0,low,2014-01-12,0,3,felony,25,810,0,0,0,0,0
male,african-american,23,less than 25,7,6,1,1,medium,2013-04-25,1,2,felony,5,530,1,0,0,0,0
male,caucasian,32,25 - 45,4,4,1,0,low,2013-07-29,0,8,felony,0,877,1,1,0,0,1
male,caucasian,52,greater than 45,1,1,0,0,low,2013-12-11,0,1,felony,0,771,0,0,0,0,0
male,african-american,29,25 - 45,10,9,1,0,high,2013-01-04,1,6,felony,39,257,1,0,0,0,0
male,caucasian,42,25 - 45,1,1,0,0,low,2013-08-16,0,0,misdemeanor,0,959,0,0,0,0,0
male,african-american,21,less than 25,8,9,1,0,high,2013-02-24,1,0,felony,1,170,1,0,0,1,1
female,caucasian,36,25 - 45,9,3,1,0,high,2014-01-31,1,4,felony,0,110,0,0,0,0,0
female,african-american,22,less than 25,3,4,0,0,low,2014-01-06,0,0,misdemeanor,0,816,0,0,0,0,0
male,hispanic,45,greater than 45,1,2,0,0,low,2013-01-26,0,2,felony,46,1161,0,0,0,0,0
male,african-american,29,25 - 45,2,3,0,0,low,2013-11-10,0,0,misdemeanor,0,873,0,0,0,0,0
male,african-american,54,greater than 45,2,3,0,0,low,2013-09-09,0,2,misdemeanor,0,935,0,0,0,0,0
male,african-american,30,25 - 45,5,3,1,1,medium,2013-01-24,1,6,felony,2,132,0,0,0,0,0
male,african-american,51,greater than 45,4,1,0,0,low,2013-10-23,0,17,misdemeanor,0,891,0,0,0,0,0
male,hispanic,45,greater than 45,3,1,1,0,low,2013-04-27,1,20,felony,2,703,1,0,0,0,0
male,hispanic,24,less than 25,2,4,1,0,low,2013-08-07,1,1,felony,0,190,0,0,0,0,0
male,caucasian,24,less than 25,6,5,0,0,medium,2013-10-01,0,2,felony,0,30,0,0,0,0,0
male,african-american,23,less than 25,7,6,0,0,medium,2013-02-04,0,2,misdemeanor,4,1152,0,0,0,0,0
female,other,42,25 - 45,3,2,0,0,low,2013-04-27,0,2,misdemeanor,0,496,0,0,0,0,0
male,african-american,36,25 - 45,4,2,0,0,low,2013-12-12,0,5,felony,0,841,0,0,0,0,0
male,hispanic,69,greater than 45,1,1,0,0,low,2014-03-31,0,0,misdemeanor,0,732,0,0,0,0,0
male,hispanic,21,less than 25,5,6,1,0,medium,2013-11-18,1,1,felony,0,528,1,0,0,1,1
male,hispanic,59,greater than 45,1,1,0,0,low,2013-04-27,0,1,misdemeanor,0,1070,0,0,0,0,0
male,african-american,39,25 - 45,6,1,0,0,medium,2014-01-14,0,1,felony,0,808,0,0,0,0,0
male,african-american,29,25 - 45,6,3,0,0,medium,2013-05-06,0,2,felony,37,1061,0,0,0,0,0
male,hispanic,22,less than 25,7,5,1,0,medium,2013-03-02,1,1,misdemeanor,2,141,0,0,0,0,0
male,african-american,28,25 - 45,4,6,0,0,low,2014-02-16,0,1,felony,0,775,0,0,0,0,0
male,caucasian,44,25 - 45,3,1,0,0,low,2013-03-22,0,6,felony,0,1106,0,0,0,0,0
male,african-american,25,25 - 45,5,6,0,0,medium,2013-02-17,0,2,felony,57,744,0,0,0,0,0
male,african-american,31,25 - 45,10,10,0,0,high,2014-01-20,0,0,felony,0,802,0,0,0,0,0
male,african-american,35,25 - 45,7,2,1,1,medium,2013-02-03,1,17,misdemeanor,1,39,0,0,1,0,1
male,african-american,33,25 - 45,5,4,0,0,medium,2013-11-23,0,1,felony,2,860,0,0,0,0,0
male,african-american,28,25 - 45,9,6,1,0,high,2013-09-08,1,6,felony,0,95,1,0,0,0,0
male,caucasian,60,greater than 45,1,1,0,0,low,2014-03-03,0,1,felony,0,760,0,0,0,0,0
male,hispanic,53,greater than 45,1,1,0,0,low,2014-01-19,0,0,misdemeanor,1,803,0,0,0,0,0
male,hispanic,51,greater than 45,1,1,1,0,low,2013-05-22,1,0,felony,1,43,1,0,0,0,0
male,hispanic,25,25 - 45,2,3,0,0,low,2013-12-11,0,1,felony,0,842,0,0,0,0,0
male,african-american,27,25 - 45,7,8,1,1,medium,2013-12-13,1,5,felony,0,75,1,2,1,0,3
female,african-american,54,greater than 45,1,1,0,0,low,2013-12-16,0,0,felony,0,837,0,0,0,0,0
female,african-american,26,25 - 45,5,5,0,0,medium,2014-01-09,0,3,misdemeanor,0,813,0,0,0,1,1
male,caucasian,24,less than 25,4,5,0,0,low,2014-03-05,0,3,misdemeanor,1,758,0,1,2,0,3
male,hispanic,55,greater than 45,2,1,1,0,low,2013-01-17,1,1,felony,1,22,1,0,0,0,0
male,hispanic,26,25 - 45,3,3,0,0,low,2013-03-25,0,0,felony,1,49,0,0,0,0,0
female,african-american,75,greater than 45,1,1,0,0,low,2013-08-01,0,5,felony,0,974,0,0,0,0,0
male,african-american,36,25 - 45,5,3,1,0,medium,2013-10-29,1,16,felony,0,189,1,0,0,0,0
male,african-american,56,greater than 45,3,3,0,0,low,2013-11-19,0,8,felony,0,864,0,0,0,0,0
male,other,34,25 - 45,2,2,1,0,low,2014-02-24,1,0,felony,1,367,0,0,0,0,0
female,african-american,25,25 - 45,7,7,1,0,medium,2013-02-17,1,5,misdemeanor,46,86,1,0,0,0,0
male,caucasian,46,greater than 45,1,1,0,0,low,2013-03-25,0,0,felony,0,1103,0,0,0,0,0
male,african-american,27,25 - 45,2,5,0,0,low,2013-01-19,0,1,felony,7,1168,0,0,0,0,0
male,african-american,24,less than 25,6,6,0,0,medium,2014-02-04,0,1,misdemeanor,0,787,0,0,0,0,0
male,african-american,28,25 - 45,3,2,1,0,low,2014-01-13,1,3,misdemeanor,0,269,1,0,0,0,0
male,african-american,42,25 - 45,8,6,1,0,high,2013-05-20,1,13,misdemeanor,0,186,1,1,0,1,2
male,african-american,59,greater than 45,1,1,0,0,low,2013-04-29,0,2,misdemeanor,0,1068,0,0,0,0,0
male,caucasian,39,25 - 45,1,1,0,0,low,2013-12-20,0,1,felony,0,833,0,0,0,0,0
male,caucasian,46,greater than 45,4,1,0,0,low,2013-04-19,0,5,misdemeanor,11,1078,0,0,0,0,0
male,other,25,25 - 45,2,3,0,0,low,2013-01-15,0,1,felony,0,1172,0,0,0,0,0
male,caucasian,55,greater than 45,1,1,0,0,low,2013-04-03,0,2,felony,1,925,0,0,0,0,0
male,african-american,35,25 - 45,10,5,1,0,high,2014-02-04,1,1,misdemeanor,0,58,1,0,0,0,0
male,african-american,43,25 - 45,1,1,1,1,low,2014-03-27,1,0,misdemeanor,0,256,1,0,0,0,0
female,caucasian,53,greater than 45,1,1,0,0,low,2014-02-06,0,0,misdemeanor,1,785,0,0,0,0,0
female,african-american,21,less than 25,5,6,0,0,medium,2013-12-27,0,0,misdemeanor,0,826,0,0,0,0,0
male,african-american,55,greater than 45,10,4,1,0,high,2013-04-27,1,17,felony,25,419,1,0,0,0,0
male,african-american,27,25 - 45,3,3,1,0,low,2013-03-15,1,1,felony,0,56,1,0,0,0,0
male,african-american,40,25 - 45,1,1,0,0,low,2013-04-08,0,0,felony,1,1089,0,0,0,0,0
female,caucasian,37,25 - 45,1,1,0,0,low,2014-03-08,0,0,misdemeanor,0,755,0,0,0,0,0
male,caucasian,32,25 - 45,2,2,1,0,low,2013-05-08,1,2,misdemeanor,4,86,0,0,0,0,0
male,african-american,32,25 - 45,2,2,0,0,low,2013-08-10,0,2,misdemeanor,1,965,0,0,0,0,0
male,african-american,36,25 - 45,5,3,1,0,medium,2013-12-15,1,4,misdemeanor,2,79,1,0,0,0,0
male,hispanic,22,less than 25,3,5,0,0,low,2014-03-10,0,0,misdemeanor,0,422,0,0,0,0,0
female,african-american,31,25 - 45,8,5,0,0,high,2013-09-17,0,0,felony,1,927,0,0,0,0,0
female,african-american,26,25 - 45,7,5,1,0,medium,2013-09-13,1,4,felony,1,158,1,0,0,0,0
female,caucasian,50,greater than 45,6,3,1,0,medium,2013-01-12,1,30,misdemeanor,3,13,1,0,0,0,0
male,african-american,47,greater than 45,3,2,0,0,low,2013-03-30,0,4,felony,0,1098,0,0,0,0,0
male,african-american,36,25 - 45,3,1,1,0,low,2013-03-04,0,2,felony,0,491,0,0,0,0,0
female,caucasian,38,25 - 45,1,1,0,0,low,2013-11-08,0,0,felony,0,875,0,0,0,0,0
male,other,35,25 - 45,1,1,0,0,low,2014-03-13,0,0,felony,1,750,0,0,0,0,0
male,caucasian,53,greater than 45,1,1,0,0,low,2013-12-16,0,0,felony,0,837,0,0,0,0,0
male,african-american,53,greater than 45,3,1,0,0,low,2013-03-10,0,2,felony,0,1118,0,0,0,0,0
male,african-american,57,greater than 45,7,4,0,0,medium,2013-10-22,0,19,felony,117,892,0,0,0,0,0
male,african-american,22,less than 25,8,5,1,0,high,2013-09-27,1,5,felony,18,194,0,0,0,0,0
male,african-american,21,less than 25,10,9,1,1,high,2013-02-19,1,0,felony,0,51,1,0,0,0,0
male,african-american,26,25 - 45,3,3,1,0,low,2013-04-27,1,0,felony,0,256,1,0,0,0,0
female,african-american,24,less than 25,3,4,1,0,low,2013-01-30,0,1,felony,0,279,0,0,0,0,0
male,african-american,27,25 - 45,5,4,0,0,medium,2014-02-09,0,2,felony,20,782,0,0,0,0,0
female,caucasian,49,greater than 45,5,1,0,0,medium,2013-05-25,0,4,felony,4,1042,0,0,0,0,0
male,caucasian,47,greater than 45,3,1,1,1,low,2013-10-08,1,1,felony,0,528,1,0,0,0,0
male,caucasian,44,25 - 45,1,1,0,0,low,2013-03-30,0,3,felony,0,1098,0,0,0,0,0
male,african-american,34,25 - 45,1,1,0,0,low,2013-06-10,0,1,felony,0,1026,0,0,0,0,0
male,african-american,45,greater than 45,3,1,1,0,low,2013-10-04,1,10,felony,0,706,1,0,0,0,0
male,hispanic,38,25 - 45,4,5,0,0,low,2013-12-13,0,0,felony,0,840,0,0,0,0,0
male,caucasian,50,greater than 45,1,1,0,0,low,2013-01-03,0,2,misdemeanor,0,1184,0,0,0,0,0
male,caucasian,29,25 - 45,6,4,0,0,medium,2014-03-18,0,1,misdemeanor,0,745,0,0,0,0,0
male,caucasian,26,25 - 45,4,4,0,0,low,2013-04-27,0,0,felony,0,1070,0,0,0,0,0
male,hispanic,44,25 - 45,1,1,0,0,low,2013-11-29,0,2,misdemeanor,0,854,0,0,0,0,0
male,hispanic,47,greater than 45,1,1,0,0,low,2013-04-05,0,0,misdemeanor,1,1092,0,0,0,0,0
male,caucasian,49,greater than 45,1,1,0,0,low,2013-11-16,0,0,felony,0,867,0,0,0,0,0
male,african-american,49,greater than 45,3,1,1,1,low,2013-03-13,1,1,felony,19,76,1,0,0,0,0
male,caucasian,59,greater than 45,1,1,0,0,low,2013-03-21,0,2,felony,13,1107,0,0,0,0,0
male,caucasian,32,25 - 45,5,4,0,0,medium,2013-11-22,0,6,misdemeanor,0,861,0,0,0,0,0
male,african-american,24,less than 25,2,4,1,1,low,2013-01-22,1,1,misdemeanor,0,387,1,0,0,2,2
male,hispanic,40,25 - 45,2,1,0,0,low,2014-01-06,0,0,misdemeanor,0,816,0,0,0,0,0
male,african-american,32,25 - 45,1,2,0,0,low,2013-02-02,0,0,felony,0,1154,0,0,0,0,0
female,hispanic,54,greater than 45,1,1,0,0,low,2013-05-20,0,0,misdemeanor,0,1047,0,0,0,0,0
male,african-american,27,25 - 45,10,5,1,1,high,2013-02-06,1,9,felony,0,28,1,0,0,1,1
female,hispanic,40,25 - 45,1,1,0,0,low,2013-02-12,0,1,misdemeanor,0,1144,0,0,0,0,0
male,caucasian,25,25 - 45,8,4,0,0,high,2013-02-07,0,2,misdemeanor,12,525,0,0,0,0,0
male,african-american,34,25 - 45,6,7,0,0,medium,2013-03-27,0,1,misdemeanor,0,1101,0,0,0,0,0
female,caucasian,62,greater than 45,1,1,1,0,low,2013-12-06,1,2,felony,0,138,1,0,0,0,0
male,african-american,37,25 - 45,9,9,0,0,high,2013-03-26,0,18,misdemeanor,0,51,0,2,0,0,2
female,caucasian,30,25 - 45,10,8,1,0,high,2013-01-29,1,5,felony,7,235,1,0,0,0,0
male,african-american,23,less than 25,6,6,1,1,medium,2013-04-05,1,1,felony,1,278,0,0,0,0,0
female,african-american,20,less than 25,8,7,0,0,high,2014-03-23,0,0,felony,0,740,0,0,0,0,0
male,caucasian,29,25 - 45,7,6,1,1,medium,2013-11-21,1,7,misdemeanor,0,99,1,0,0,0,0
male,african-american,24,less than 25,2,3,0,0,low,2013-09-30,0,1,felony,0,914,0,0,0,0,0
female,caucasian,54,greater than 45,3,2,0,0,low,2014-01-07,0,1,misdemeanor,0,815,0,0,0,0,0
male,african-american,66,greater than 45,1,1,0,0,low,2013-02-26,0,3,felony,0,101,0,0,0,0,0
male,caucasian,50,greater than 45,2,5,0,0,low,2013-03-29,0,8,felony,0,1099,0,0,0,0,0
male,african-american,50,greater than 45,2,1,0,0,low,2013-02-05,0,7,felony,0,1151,0,0,0,0,0
male,caucasian,40,25 - 45,1,1,0,0,low,2013-04-20,0,3,felony,0,1077,0,0,0,0,0
female,african-american,30,25 - 45,7,6,1,1,medium,2013-01-17,1,4,misdemeanor,0,213,1,0,0,0,0
female,caucasian,24,less than 25,7,5,0,0,medium,2013-02-07,0,2,felony,1,170,0,0,0,0,0
male,hispanic,24,less than 25,6,5,1,0,medium,2013-03-25,1,0,felony,1,133,1,0,0,0,0
male,african-american,24,less than 25,8,5,1,0,high,2013-01-26,1,4,misdemeanor,0,77,1,0,0,0,0
male,caucasian,54,greater than 45,1,1,1,0,low,2013-05-05,1,3,misdemeanor,1,281,1,0,0,0,0
male,caucasian,25,25 - 45,10,7,0,0,high,2013-03-15,0,4,misdemeanor,0,150,0,0,0,2,2
male,caucasian,46,greater than 45,1,1,0,0,low,2013-07-26,0,1,misdemeanor,0,980,0,0,0,0,0
female,hispanic,35,25 - 45,8,5,0,0,high,2013-12-02,0,10,felony,0,851,0,0,0,0,0
male,other,25,25 - 45,5,3,0,0,medium,2013-01-08,0,1,felony,265,1179,0,0,0,0,0
female,caucasian,22,less than 25,3,4,0,0,low,2013-10-01,0,0,misdemeanor,0,913,0,0,0,0,0
female,caucasian,32,25 - 45,2,1,0,0,low,2013-12-13,0,1,felony,1,840,0,0,0,0,0
male,african-american,25,25 - 45,3,4,1,0,low,2013-04-27,1,0,misdemeanor,3,257,1,0,0,0,0
male,african-american,22,less than 25,8,7,1,0,high,2014-02-12,1,3,felony,0,50,0,0,0,0,0
male,african-american,33,25 - 45,9,3,1,0,high,2013-06-03,1,16,felony,0,294,1,0,0,0,0
female,caucasian,49,greater than 45,1,1,1,0,low,2013-01-01,1,0,misdemeanor,0,127,0,0,0,0,0
male,african-american,30,25 - 45,5,7,0,0,medium,2013-08-22,0,10,felony,0,92,0,0,0,0,0
male,african-american,24,less than 25,2,3,0,0,low,2013-01-03,0,0,felony,0,1184,0,0,0,0,0
male,african-american,33,25 - 45,9,7,1,0,high,2014-02-11,1,12,misdemeanor,1,135,1,0,0,1,1
male,caucasian,37,25 - 45,2,1,1,0,low,2013-04-01,0,0,misdemeanor,0,739,1,0,0,0,0
female,caucasian,40,25 - 45,1,1,0,0,low,2014-01-07,0,0,misdemeanor,0,815,0,0,0,0,0
male,caucasian,27,25 - 45,10,10,0,0,high,2013-04-30,0,1,felony,0,506,0,0,0,0,0
male,african-american,43,25 - 45,6,2,1,1,medium,2013-03-25,1,9,felony,0,2,1,0,0,0,0
male,caucasian,26,25 - 45,4,3,0,0,low,2013-09-16,0,11,felony,0,928,0,0,0,0,0
male,african-american,35,25 - 45,6,7,1,0,medium,2013-09-06,1,5,felony,1,141,1,0,0,0,0
male,african-american,25,25 - 45,9,8,1,1,high,2013-05-21,1,11,felony,6,142,1,0,1,0,1
male,african-american,61,greater than 45,1,1,1,0,low,2014-02-18,1,1,felony,0,421,1,0,0,0,0
male,caucasian,53,greater than 45,6,2,1,1,medium,2013-09-27,1,1,felony,0,488,1,0,0,0,0
female,hispanic,27,25 - 45,3,3,1,0,low,2013-01-24,0,0,felony,0,777,1,0,0,0,0
female,african-american,52,greater than 45,1,1,0,0,low,2013-02-20,0,1,felony,0,1136,0,0,0,0,0
male,caucasian,26,25 - 45,9,7,1,0,high,2013-02-06,1,7,misdemeanor,0,54,1,0,0,0,0
male,african-american,39,25 - 45,2,1,1,0,low,2013-04-08,1,1,misdemeanor,0,134,1,0,0,0,0
male,african-american,47,greater than 45,4,1,0,0,low,2014-03-04,0,5,felony,0,759,0,0,0,0,0
male,caucasian,50,greater than 45,1,1,0,0,low,2013-02-08,0,1,felony,0,1148,0,0,0,0,0
female,caucasian,52,greater than 45,7,2,0,0,medium,2013-05-23,0,6,misdemeanor,33,1044,0,0,0,0,0
female,caucasian,41,25 - 45,1,1,0,0,low,2013-01-02,0,0,misdemeanor,0,1185,0,0,0,0,0
male,caucasian,37,25 - 45,1,2,0,0,low,2014-02-03,0,0,misdemeanor,0,788,0,0,0,0,0
female,african-american,24,less than 25,7,5,0,0,medium,2013-08-23,0,0,felony,0,952,0,0,0,0,0
female,african-american,34,25 - 45,9,8,0,0,high,2013-09-10,0,14,felony,3,310,0,0,0,0,0
male,african-american,24,less than 25,6,4,1,0,medium,2013-02-09,1,5,felony,0,86,1,0,0,0,0
male,other,20,less than 25,4,7,1,0,low,2013-08-16,1,0,misdemeanor,11,705,1,0,0,0,0
male,caucasian,25,25 - 45,3,3,1,0,low,2013-05-16,1,1,misdemeanor,0,23,1,0,0,0,0
male,caucasian,31,25 - 45,5,7,0,0,medium,2013-12-11,0,3,misdemeanor,0,161,0,0,0,0,0
female,caucasian,62,greater than 45,1,1,0,0,low,2013-10-03,0,0,misdemeanor,0,911,0,0,0,0,0
female,caucasian,60,greater than 45,7,3,0,0,medium,2013-03-20,0,0,felony,13,1108,0,0,0,0,0
