sex,race,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,total_priors_count,c_charge_degree,c_charge_desc,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,c_charge_desc,person_id,agency_text,maritalstatus,language,rawscore,age,juv_priors_count,adult_priors_count
male,caucasian,25-45,2,1,1,0,low,2013-11-15,1,2,felony,possession of cocaine,0,695,1,0,0,0,possession of cocaine,59003.0,pretrial,married,english,-3.64,45,0,2
male,caucasian,25-45,2,1,0,0,low,2013-05-14,0,0,misdemeanor,battery,2,1053,0,0,0,0,battery,54773.0,pretrial,single,english,-3.3,44,0,0
male,asian,25-45,1,1,0,0,low,2013-10-13,0,1,misdemeanor,battery,1,53,0,0,0,0,battery,58080.0,pretrial,married,english,-3.59,45,0,1
male,caucasian,25-45,1,2,0,0,low,2014-02-20,0,2,felony,dealing in stolen property,1,771,0,0,0,0,dealing in stolen property,61369.0,pretrial,separated,english,-2.65,45,0,2
male,african-american,25-45,5,9,1,0,medium,2013-11-30,1,3,felony,arrest case no charge,11,37,1,0,0,0,arrest case no charge,59302.0,pretrial,single,english,-0.85,45,0,3
male,african-american,25-45,7,5,1,0,medium,2013-01-23,1,23,felony,poss wep conv felon,402,684,1,0,0,0,poss wep conv felon,51467.0,pretrial,single,english,-1.91,44,0,23
male,african-american,25-45,7,2,1,0,medium,2013-10-29,1,22,felony,felony driving while lic suspd,0,99,0,0,0,0,felony driving while lic suspd,58476.0,pretrial,single,english,-2.6,45,0,22
male,caucasian,25-45,1,1,0,0,low,2013-04-30,0,0,misdemeanor,battery,0,1067,0,0,0,0,battery,54371.0,pretrial,married,english,-3.82,44,0,0
male,caucasian,25-45,6,3,1,0,medium,2013-04-12,1,1,felony,burglary conveyance unoccup,0,8,1,0,0,0,burglary conveyance unoccup,53875.0,pretrial,single,english,-2.26,44,0,1
male,african-american,25-45,4,1,0,0,low,2014-03-04,0,5,felony,arrest case no charge,0,759,0,0,0,0,arrest case no charge,61686.0,pretrial,single,english,-3.37,45,0,5
male,caucasian,25-45,5,6,1,0,medium,2013-07-02,1,4,felony,battery emergency care provide,0,617,1,0,0,0,battery emergency care provide,55654.0,pretrial,single,english,-1.6,44,0,4
male,african-american,25-45,3,2,0,0,low,2013-03-25,0,3,felony,possession burglary tools,0,96,0,0,0,0,possession burglary tools,13580.0,pretrial,single,english,-2.94,44,0,3
male,african-american,25-45,5,6,1,0,medium,2013-01-16,1,3,misdemeanor,expired dl more than 6 months,7,83,1,0,0,0,expired dl more than 6 months,51264.0,pretrial,single,english,-1.72,44,0,3
male,hispanic,25-45,1,1,0,0,low,2013-04-05,0,0,misdemeanor,dui level 0.15 or minor in veh,1,1092,0,0,0,0,dui level 0.15 or minor in veh,53675.0,pretrial,separated,english,-3.54,44,0,0
male,hispanic,25-45,5,3,0,0,medium,2013-03-28,0,1,felony,arrest case no charge,183,1100,0,0,0,0,arrest case no charge,53389.0,pretrial,single,english,-2.24,44,0,1
male,african-american,25-45,9,5,0,0,high,2014-02-03,0,20,felony,tamper with witness/victim/ci,1,788,0,0,0,0,tamper with witness/victim/ci,1692.0,pretrial,single,english,-1.74,45,0,20
male,other,25-45,1,1,0,0,low,2013-12-11,0,0,felony,neglect child / no bodily harm,1,842,0,0,0,0,neglect child / no bodily harm,59578.0,pretrial,married,english,-3.83,45,0,0
male,caucasian,25-45,1,1,0,0,low,2014-01-24,0,1,felony,grand theft in the 3rd degree,0,798,0,0,0,0,grand theft in the 3rd degree,60660.0,pretrial,married,english,-3.21,45,0,1
male,caucasian,25-45,1,1,0,0,low,2013-03-20,0,1,misdemeanor,battery,0,1108,0,0,0,0,battery,53149.0,pretrial,single,english,-3.79,44,0,1
male,african-american,25-45,4,4,1,0,low,2014-03-06,1,4,felony,felony driving while lic suspd,0,460,1,0,0,0,felony driving while lic suspd,61757.0,pretrial,married,english,-2.22,45,0,4
male,african-american,25-45,8,3,1,0,high,2013-05-09,1,19,felony,possession of cocaine,211,503,1,0,0,1,possession of cocaine,54624.0,pretrial,single,english,-2.31,44,1,18
male,caucasian,25-45,1,1,0,0,low,2013-10-09,0,0,misdemeanor,battery,0,905,0,0,0,0,battery,57975.0,pretrial,divorced,english,-3.66,44,0,0
female,hispanic,25-45,1,1,0,0,low,2013-06-24,0,1,felony,burglary conveyance unoccup,0,1012,0,0,0,0,burglary conveyance unoccup,54277.0,pretrial,single,english,-3.9,44,0,1
male,caucasian,25-45,1,1,0,0,low,2013-01-11,0,3,felony,resist officer w/violence,1,1176,0,0,0,0,resist officer w/violence,51088.0,pretrial,single,english,-3.55,44,0,3
male,african-american,25-45,1,1,0,0,low,2013-03-18,0,0,misdemeanor,battery,1,1110,0,0,0,0,battery,53061.0,pretrial,single,english,-3.06,44,0,0
female,caucasian,25-45,3,1,1,0,low,2013-12-11,1,0,misdemeanor,prostitution/lewd act assignation,0,561,1,0,0,0,prostitution/lewd act assignation,59582.0,pretrial,married,english,-3.25,45,0,0
male,african-american,25-45,9,4,1,0,high,2013-05-29,1,14,felony,grand theft in the 3rd degree,0,306,1,4,0,1,grand theft in the 3rd degree,55147.0,pretrial,single,english,-1.98,44,5,9
male,african-american,25-45,10,2,1,1,high,2013-05-08,1,4,felony,possession of cocaine,63,159,0,0,0,0,possession of cocaine,54591.0,pretrial,married,english,-2.89,44,0,4
male,african-american,25-45,6,1,0,0,medium,2014-01-12,0,5,felony,possession of cocaine,1,810,0,0,0,0,possession of cocaine,60343.0,pretrial,single,english,-3.17,45,0,5
male,african-american,25-45,2,1,0,0,low,2014-01-05,0,3,felony,aggravated assault w/dead weap,1,817,0,0,0,0,aggravated assault w/dead weap,60149.0,pretrial,married,english,-3.46,45,0,3
male,african-american,25-45,7,2,0,0,medium,2013-07-02,0,15,felony,possession of cocaine,0,1004,0,0,0,0,possession of cocaine,55663.0,pretrial,single,english,-2.86,44,0,15
male,african-american,25-45,1,1,1,1,low,2014-03-21,1,1,misdemeanor,battery,1,471,1,0,0,0,battery,62158.0,pretrial,single,english,-3.34,45,0,1
female,african-american,25-45,10,2,1,0,high,2013-10-09,1,19,felony,possession of cocaine,30,111,0,0,0,0,possession of cocaine,57970.0,pretrial,single,english,-2.85,44,0,19
female,african-american,25-45,9,6,1,0,high,2014-03-06,1,21,misdemeanor,battery,21,182,1,0,1,1,battery,61758.0,pretrial,married,english,-1.62,45,2,19
female,other,25-45,1,1,0,0,low,2013-05-26,0,0,felony,aggravated assault w/dead weap,2,1041,0,0,0,0,aggravated assault w/dead weap,55077.0,pretrial,single,english,-3.55,44,0,0
male,caucasian,25-45,4,3,1,1,low,2013-04-14,1,13,misdemeanor,battery,66,152,1,0,0,0,battery,53910.0,pretrial,divorced,english,-2.4,44,0,13
male,african-american,25-45,6,1,0,0,medium,2013-08-15,0,14,misdemeanor,battery,30,960,0,0,0,0,battery,56449.0,pretrial,single,english,-2.95,44,0,14
male,african-american,25-45,1,1,0,0,low,2013-02-22,0,1,felony,possession of cocaine,0,70,0,0,0,0,possession of cocaine,51701.0,pretrial,separated,english,-3.74,44,0,1
male,other,25-45,1,1,1,0,low,2013-09-22,1,5,misdemeanor,possess cannabis/20 grams or less,0,15,1,0,0,0,possess cannabis/20 grams or less,57466.0,pretrial,single,english,-3.72,44,0,5
male,hispanic,25-45,4,1,0,0,low,2013-10-07,0,0,misdemeanor,battery,0,907,0,0,0,0,battery,57929.0,pretrial,married,english,-3.43,44,0,0
male,caucasian,25-45,4,1,0,0,low,2013-03-08,0,2,felony,possession of cocaine,0,189,0,0,0,0,possession of cocaine,52819.0,pretrial,single,english,-3.07,44,0,2
male,african-american,25-45,2,1,0,0,low,2013-10-07,0,6,felony,att tamper w/physical evidence,5,907,0,0,0,0,att tamper w/physical evidence,41977.0,pretrial,single,english,-3.39,44,0,6
male,other,25-45,2,1,0,0,low,2013-02-05,0,3,misdemeanor,criminal mischief>$200<$1000,3,1151,0,0,0,0,criminal mischief>$200<$1000,51852.0,pretrial,separated,english,-3.54,44,0,3
male,caucasian,25-45,2,1,0,0,low,2013-09-09,0,3,felony,arrest case no charge,12,224,0,0,0,0,arrest case no charge,57078.0,pretrial,single,english,-3.57,44,0,3
male,other,25-45,1,1,0,0,low,2014-02-17,0,0,misdemeanor,battery,0,774,0,0,0,0,battery,61282.0,pretrial,married,english,-3.94,44,0,0
male,caucasian,25-45,3,2,1,0,low,2013-02-12,1,3,misdemeanor,battery,12,209,1,0,0,0,battery,52101.0,pretrial,single,english,-2.79,43,0,3
male,caucasian,25-45,5,1,0,0,medium,2013-04-15,0,3,misdemeanor,petit theft,63,1082,0,0,0,0,petit theft,53957.0,pretrial,significant other,english,-3.18,44,0,3
male,caucasian,25-45,1,1,0,0,low,2013-05-05,0,0,misdemeanor,battery,1,1062,0,0,0,0,battery,54518.0,pretrial,divorced,english,-3.63,44,0,0
male,african-american,25-45,8,2,0,0,high,2013-06-26,0,17,felony,agg battery grt/bod/harm,0,783,0,0,0,0,agg battery grt/bod/harm,55576.0,pretrial,single,english,-2.82,44,0,17
male,african-american,25-45,4,2,1,0,low,2013-08-06,0,9,felony,felony battery w/prior convict,64,861,1,0,0,0,felony battery w/prior convict,3105.0,pretrial,single,english,-2.76,44,0,9
male,hispanic,25-45,1,1,0,0,low,2014-03-31,0,0,misdemeanor,battery,0,732,0,0,0,0,battery,62380.0,pretrial,separated,english,-3.67,45,0,0
male,caucasian,25-45,1,1,0,0,low,2014-02-24,0,0,misdemeanor,leave acc/attend veh/more $50,0,767,0,0,0,0,leave acc/attend veh/more $50,61445.0,pretrial,single,english,-3.9,44,0,0
male,caucasian,25-45,1,1,0,0,low,2013-04-05,0,2,misdemeanor,driving license suspended,0,1092,0,0,0,0,driving license suspended,52730.0,probation,single,english,-3.9,44,0,2
male,caucasian,25-45,1,1,1,0,low,2013-09-24,1,0,misdemeanor,battery,0,38,1,0,0,0,battery,57538.0,pretrial,married,english,-3.79,44,0,0
male,caucasian,25-45,1,1,0,0,low,2013-10-29,0,1,felony,arrest case no charge,0,885,0,0,0,0,arrest case no charge,58491.0,pretrial,single,english,-2.95,44,0,1
male,caucasian,25-45,1,1,0,0,low,2014-02-26,0,3,felony,drivg while lic suspd/revk/can,0,765,0,0,0,0,drivg while lic suspd/revk/can,61520.0,pretrial,single,english,-3.4,44,0,3
female,african-american,25-45,6,3,0,0,medium,2013-09-12,0,1,felony,aggravated assault w/dead weap,0,932,0,0,0,0,aggravated assault w/dead weap,33855.0,pretrial,single,english,-2.28,44,0,1
male,hispanic,25-45,6,7,0,0,medium,2013-08-27,0,15,felony,uttering a forged instrument,0,948,0,0,0,0,uttering a forged instrument,4436.0,pretrial,single,english,-1.44,44,0,15
male,african-american,25-45,7,6,0,0,medium,2014-01-21,0,2,misdemeanor,battery,0,801,0,0,0,0,battery,15671.0,pretrial,single,english,-1.68,44,0,2
male,asian,25-45,5,2,1,0,medium,2013-03-16,1,3,felony,possession of cocaine,59,205,1,0,0,0,possession of cocaine,36178.0,pretrial,single,english,-2.69,43,0,3
female,caucasian,25-45,8,1,0,0,high,2013-02-12,0,2,felony,grand theft in the 3rd degree,19,148,0,0,0,0,grand theft in the 3rd degree,49945.0,pretrial,divorced,english,-3.07,43,0,2
female,caucasian,25-45,1,1,0,0,low,2014-03-10,0,0,misdemeanor,dui property damage/injury,0,753,0,0,0,0,dui property damage/injury,61836.0,pretrial,single,english,-3.66,44,0,0
male,caucasian,25-45,3,3,0,0,low,2013-09-24,0,1,felony,arrest case no charge,10,920,0,0,0,0,arrest case no charge,57530.0,pretrial,single,english,-2.38,44,0,1
female,hispanic,25-45,1,1,0,0,low,2013-12-18,0,2,felony,grand theft in the 3rd degree,2,835,0,0,0,0,grand theft in the 3rd degree,59793.0,pretrial,single,english,-3.62,44,0,2
female,caucasian,25-45,1,1,0,0,low,2013-05-27,0,0,misdemeanor,leaving acc/unattended veh,1,14,0,0,0,0,leaving acc/unattended veh,55099.0,pretrial,single,english,-3.63,43,0,0
male,african-american,25-45,7,3,1,0,medium,2013-05-01,0,18,felony,felony petit theft,0,962,1,0,0,0,felony petit theft,18325.0,pretrial,separated,english,-2.25,43,0,18
male,caucasian,25-45,6,1,1,0,medium,2013-11-17,1,2,felony,possession of alprazolam,0,279,1,0,0,0,possession of alprazolam,59043.0,pretrial,married,english,-3.45,44,0,2
male,african-american,25-45,2,2,1,0,low,2013-01-22,1,2,felony,grand theft in the 3rd degree,9,91,1,0,0,0,grand theft in the 3rd degree,51450.0,pretrial,single,english,-2.62,43,0,2
male,caucasian,25-45,1,1,0,0,low,2013-07-26,0,1,misdemeanor,viol pretrial release dom viol,0,980,0,0,0,0,viol pretrial release dom viol,55959.0,pretrial,single,english,-3.5,44,0,1
male,african-american,25-45,7,1,1,0,medium,2013-05-28,1,15,felony,driving while license revoked,6,267,1,0,0,1,driving while license revoked,55109.0,pretrial,single,english,-3.32,43,1,14
male,african-american,25-45,7,4,0,0,medium,2013-11-12,0,0,felony,driving while license revoked,1,871,0,0,0,0,driving while license revoked,58893.0,pretrial,single,english,-2.0,44,0,0
female,other,25-45,2,1,0,0,low,2013-01-10,0,1,felony,grand theft in the 1st degree,0,1177,0,0,0,0,grand theft in the 1st degree,51072.0,pretrial,married,english,-3.46,43,0,1
male,hispanic,25-45,1,1,0,0,low,2013-05-13,0,0,misdemeanor,arrest case no charge,0,430,0,0,0,0,arrest case no charge,54748.0,pretrial,single,english,-3.04,43,0,0
male,caucasian,25-45,1,1,0,0,low,2014-01-14,0,0,felony,manufacture cannabis,0,808,0,0,0,0,manufacture cannabis,60394.0,pretrial,single,english,-3.39,44,0,0
female,caucasian,25-45,1,1,0,0,low,2013-09-07,0,0,misdemeanor,dui level 0.15 or minor in veh,0,937,0,0,0,0,dui level 0.15 or minor in veh,57066.0,pretrial,single,english,-3.79,44,0,0
male,caucasian,25-45,1,1,0,0,low,2014-03-16,0,0,felony,aggravated assault,0,747,0,0,0,0,aggravated assault,62001.0,pretrial,single,english,-3.74,44,0,0
female,african-american,25-45,8,3,0,0,high,2013-03-19,0,7,misdemeanor,battery,18,1109,0,0,0,0,battery,53087.0,pretrial,single,english,-2.3,43,0,7
male,caucasian,25-45,7,5,1,0,medium,2014-02-25,1,10,felony,arrest case no charge,288,617,1,0,0,0,arrest case no charge,61476.0,pretrial,single,english,-1.9,44,0,10
male,african-american,25-45,6,7,1,0,medium,2013-08-02,1,3,misdemeanor,battery,0,49,0,0,0,0,battery,5141.0,pretrial,single,english,-1.34,43,0,3
male,caucasian,25-45,5,6,0,0,medium,2013-01-11,0,5,felony,arrest case no charge,0,1176,0,0,0,0,arrest case no charge,51109.0,pretrial,divorced,english,-1.66,43,0,5
female,caucasian,25-45,1,1,0,0,low,2013-02-11,0,0,felony,cruelty toward child,0,1145,0,0,0,0,cruelty toward child,52075.0,pretrial,married,english,-3.79,43,0,0
male,african-american,25-45,6,4,0,0,medium,2013-12-04,0,12,misdemeanor,pos cannabis w/intent sel/del,2,344,0,0,0,0,pos cannabis w/intent sel/del,59376.0,pretrial,single,english,-1.99,44,0,12
male,caucasian,25-45,1,1,0,0,low,2013-03-25,0,0,felony,leaving the scene of accident,0,1103,0,0,0,0,leaving the scene of accident,53306.0,pretrial,single,english,-3.46,43,0,0
male,caucasian,25-45,1,1,0,0,low,2014-03-17,0,1,felony,possession of oxycodone,0,746,0,0,0,0,possession of oxycodone,62046.0,pretrial,single,english,-3.7,44,0,1
male,caucasian,25-45,1,1,0,0,low,2014-03-16,0,0,felony,stalking (aggravated),0,747,0,0,0,0,stalking (aggravated),61997.0,pretrial,married,english,-3.85,44,0,0
male,caucasian,25-45,5,2,0,0,medium,2013-12-10,0,0,felony,grand theft in the 3rd degree,78,843,0,0,0,0,grand theft in the 3rd degree,59542.0,pretrial,single,english,-2.7,44,0,0
male,caucasian,25-45,4,1,1,0,low,2013-05-19,0,2,misdemeanor,possess cannabis/20 grams or less,2,753,1,0,0,1,possess cannabis/20 grams or less,54906.0,pretrial,divorced,english,-3.24,43,1,1
male,other,25-45,1,1,0,0,low,2013-09-06,0,0,felony,grand theft in the 3rd degree,0,938,0,0,0,0,grand theft in the 3rd degree,57037.0,pretrial,single,english,-3.67,44,0,0
male,caucasian,25-45,3,2,0,0,low,2013-10-04,0,5,misdemeanor,arrest case no charge,0,125,0,0,0,0,arrest case no charge,38957.0,pretrial,separated,english,-2.49,44,0,5
female,caucasian,25-45,1,1,0,0,low,2013-08-21,0,0,misdemeanor,battery,0,954,0,0,0,0,battery,56616.0,pretrial,divorced,english,-3.54,43,0,0
male,caucasian,25-45,3,1,1,0,low,2014-02-27,1,2,felony,arrest case no charge,0,112,1,0,0,0,arrest case no charge,12883.0,pretrial,single,english,-3.42,44,0,2
female,african-american,25-45,1,1,0,0,low,2014-03-22,0,0,felony,felony driving while lic suspd,0,741,0,0,0,0,felony driving while lic suspd,62189.0,pretrial,significant other,english,-3.9,44,0,0
male,african-american,25-45,5,3,1,0,medium,2013-12-30,1,13,felony,arrest case no charge,0,236,1,0,0,0,arrest case no charge,60049.0,probation,single,english,-2.38,44,0,13
male,caucasian,25-45,1,1,0,0,low,2014-01-21,0,0,felony,possession of methamphetamine,0,801,0,0,0,0,possession of methamphetamine,60556.0,pretrial,single,english,-3.3,44,0,0
male,caucasian,25-45,1,1,0,0,low,2013-06-07,0,1,felony,arrest case no charge,0,434,0,0,0,0,arrest case no charge,55314.0,pretrial,single,english,-3.58,43,0,1
male,caucasian,25-45,1,1,0,0,low,2014-02-25,0,1,felony,arrest case no charge,0,766,0,0,0,0,arrest case no charge,61501.0,pretrial,unknown,english,-3.38,44,0,1
male,african-american,25-45,1,1,0,0,low,2013-02-27,0,0,felony,grand theft in the 3rd degree,0,1129,0,0,0,0,grand theft in the 3rd degree,52566.0,pretrial,single,english,-3.71,43,0,0
male,caucasian,25-45,2,1,0,0,low,2013-03-27,0,2,felony,arrest case no charge,0,972,0,0,0,0,arrest case no charge,53378.0,pretrial,single,english,-3.31,43,0,2
female,african-american,25-45,8,3,1,0,high,2013-01-14,1,1,felony,arrest case no charge,0,30,1,0,0,0,arrest case no charge,51206.0,pretrial,single,english,-2.4,43,0,1
male,african-american,25-45,9,7,1,0,high,2013-01-07,1,9,felony,grand theft in the 3rd degree,115,154,1,1,0,1,grand theft in the 3rd degree,50965.0,pretrial,single,english,-1.4,43,2,7
male,caucasian,25-45,5,2,0,0,medium,2013-07-24,0,2,felony,"poss 3,4 mdma (ecstasy)",0,982,0,0,0,0,"poss 3,4 mdma (ecstasy)",55918.0,pretrial,single,english,-2.75,43,0,2
male,african-american,25-45,2,1,0,0,low,2013-01-26,0,0,misdemeanor,dui property damage/injury,1,1161,0,0,0,0,dui property damage/injury,51595.0,pretrial,single,english,-3.51,43,0,0
male,caucasian,25-45,8,3,1,0,high,2013-02-08,1,5,felony,battery on a person over 65,0,38,0,0,0,0,battery on a person over 65,55455.0,pretrial,single,english,-2.85,43,0,5
male,african-american,25-45,1,1,0,0,low,2013-09-21,0,0,misdemeanor,battery,1,923,0,0,0,0,battery,57461.0,pretrial,married,english,-3.18,43,0,0
male,african-american,25-45,6,4,1,0,medium,2013-02-18,1,1,misdemeanor,battery,0,472,1,0,0,0,battery,52274.0,pretrial,single,english,-2.0,43,0,1
male,caucasian,25-45,1,1,0,0,low,2013-02-13,0,0,misdemeanor,driving license suspended,0,1143,0,0,0,0,driving license suspended,52134.0,pretrial,single,english,-3.13,43,0,0
male,african-american,25-45,3,3,1,1,low,2013-09-26,1,3,felony,stalking (aggravated),0,38,1,0,0,0,stalking (aggravated),33754.0,pretrial,single,english,-2.27,43,0,3
male,caucasian,25-45,1,1,1,0,low,2013-04-03,1,1,felony,arrest case no charge,0,102,0,0,0,0,arrest case no charge,53623.0,pretrial,single,english,-3.24,43,0,1
female,other,25-45,1,1,0,0,low,2013-09-10,0,1,felony,arrest case no charge,0,934,0,0,0,0,arrest case no charge,57115.0,pretrial,single,english,-3.9,43,0,1
male,african-american,25-45,4,2,0,0,low,2013-10-24,0,9,felony,pos cannabis w/intent sel/del,4,890,0,0,0,0,pos cannabis w/intent sel/del,58351.0,pretrial,single,english,-2.81,44,0,9
male,african-american,25-45,7,2,1,0,medium,2013-04-09,1,2,felony,arrest case no charge,65,280,1,0,0,0,arrest case no charge,53785.0,pretrial,single,english,-2.85,43,0,2
male,african-american,25-45,1,1,1,0,low,2013-12-31,0,0,misdemeanor,battery,0,809,0,0,0,0,battery,60057.0,pretrial,married,english,-3.91,44,0,0
male,caucasian,25-45,4,1,0,0,low,2014-01-04,0,4,felony,"poss3,4 methylenedioxymethcath",1,818,0,0,0,0,"poss3,4 methylenedioxymethcath",60140.0,pretrial,single,english,-3.15,44,0,4
male,caucasian,25-45,1,1,1,1,low,2013-04-26,0,0,felony,possession of cocaine,1,151,0,0,0,0,possession of cocaine,54266.0,pretrial,single,english,-3.12,43,0,0
male,african-american,25-45,1,1,0,0,low,2013-08-27,0,4,felony,arrest case no charge,0,948,0,0,0,0,arrest case no charge,13306.0,probation,single,english,-3.07,43,0,4
male,caucasian,25-45,1,1,0,0,low,2013-09-06,0,0,felony,possession of cocaine,0,938,0,0,0,0,possession of cocaine,57035.0,pretrial,separated,english,-3.82,43,0,0
male,other,25-45,1,1,1,0,low,2013-09-28,1,0,felony,grand theft (motor vehicle),0,480,1,0,0,0,grand theft (motor vehicle),57671.0,pretrial,married,english,-3.74,43,0,0
male,caucasian,25-45,6,7,1,0,medium,2013-01-17,1,7,felony,grand theft (motor vehicle),36,341,1,0,0,0,grand theft (motor vehicle),51293.0,pretrial,single,english,-1.28,43,0,7
male,african-american,25-45,9,4,0,0,high,2013-02-26,0,2,felony,grand theft in the 3rd degree,0,259,0,0,0,0,grand theft in the 3rd degree,52525.0,pretrial,single,english,-2.01,43,0,2
male,caucasian,25-45,1,1,0,0,low,2013-09-05,0,5,misdemeanor,arrest case no charge,0,104,0,0,0,0,arrest case no charge,44952.0,pretrial,divorced,english,-3.77,43,0,5
male,caucasian,25-45,2,2,1,0,low,2013-01-21,1,0,misdemeanor,battery,37,558,1,0,0,0,battery,51406.0,pretrial,single,english,-2.84,43,0,0
male,other,25-45,1,1,0,0,low,2013-09-20,0,0,felony,delivery of 5-fluoro pb-22,4,75,0,0,0,0,delivery of 5-fluoro pb-22,57416.0,pretrial,married,english,-3.9,43,0,0
female,african-american,25-45,4,3,0,0,low,2014-01-07,0,4,felony,arrest case no charge,0,815,0,0,0,0,arrest case no charge,45108.0,pretrial,divorced,english,-2.26,44,0,4
male,african-american,25-45,6,3,0,0,medium,2013-03-25,0,2,misdemeanor,arrest case no charge,0,1103,0,0,0,0,arrest case no charge,53305.0,pretrial,single,english,-2.33,43,0,2
female,caucasian,25-45,1,1,1,1,low,2013-01-11,1,1,misdemeanor,battery,0,339,1,0,0,0,battery,51118.0,pretrial,married,english,-3.47,43,0,1
male,other,25-45,3,4,0,0,low,2013-10-23,0,2,felony,possession of diazepam,0,891,0,0,0,0,possession of diazepam,58316.0,pretrial,separated,english,-2.07,43,0,2
male,caucasian,25-45,5,2,0,0,medium,2013-11-16,0,9,misdemeanor,battery,4,867,0,0,0,0,battery,59033.0,pretrial,single,english,-2.61,43,0,9
female,caucasian,25-45,1,1,0,0,low,2013-10-25,0,1,felony,arrest case no charge,0,820,0,0,0,0,arrest case no charge,58401.0,pretrial,single,english,-3.48,43,0,1
male,caucasian,25-45,1,1,0,0,low,2013-12-31,0,0,misdemeanor,battery,0,822,0,0,0,0,battery,60061.0,pretrial,significant other,english,-3.91,44,0,0
male,hispanic,25-45,1,1,0,0,low,2013-11-17,0,0,felony,grand theft in the 3rd degree,0,866,0,0,0,0,grand theft in the 3rd degree,59042.0,pretrial,single,english,-3.62,43,0,0
male,african-american,25-45,3,3,1,0,low,2013-09-09,1,8,felony,arrest case no charge,0,4,1,0,0,0,arrest case no charge,57108.0,pretrial,single,english,-2.27,43,0,8
female,caucasian,25-45,2,1,1,1,low,2013-01-14,0,1,felony,felony batt(great bodily harm),24,1106,1,0,0,0,felony batt(great bodily harm),51167.0,pretrial,married,english,-3.79,43,0,1
male,asian,25-45,1,1,0,0,low,2013-12-26,0,0,misdemeanor,battery,0,827,0,0,0,0,battery,59972.0,pretrial,married,english,-3.82,43,0,0
male,caucasian,25-45,2,1,0,0,low,2013-01-31,0,2,misdemeanor,susp drivers lic 1st offense,0,266,0,0,0,0,susp drivers lic 1st offense,12811.0,pretrial,separated,english,-3.36,43,0,2
female,caucasian,25-45,1,1,1,0,low,2013-12-05,1,0,misdemeanor,battery,2,203,1,0,0,0,battery,59422.0,pretrial,divorced,english,-3.54,43,0,0
male,hispanic,25-45,3,2,0,0,low,2013-01-03,0,13,felony,grand theft in the 3rd degree,141,1184,0,0,0,0,grand theft in the 3rd degree,19327.0,pretrial,married,english,-2.64,42,0,13
male,hispanic,25-45,1,1,0,0,low,2014-01-27,0,1,misdemeanor,operating w/o valid license,0,795,0,0,0,0,operating w/o valid license,60719.0,pretrial,married,english,-3.58,43,0,1
male,caucasian,25-45,1,1,0,0,low,2013-05-12,0,0,felony,cruelty toward child,0,1055,0,0,0,0,cruelty toward child,54709.0,pretrial,single,english,-3.83,43,0,0
male,caucasian,25-45,2,1,1,0,low,2013-01-17,1,0,felony,aggravated assault w/dead weap,0,726,1,0,0,0,aggravated assault w/dead weap,51278.0,pretrial,married,english,-2.99,42,0,0
male,caucasian,25-45,3,4,1,0,low,2014-03-11,1,14,felony,driving while license revoked,0,60,0,0,0,0,driving while license revoked,35614.0,pretrial,married,english,-2.17,44,0,14
female,african-american,25-45,6,3,0,0,medium,2013-10-29,0,4,felony,arrest case no charge,0,218,0,0,0,0,arrest case no charge,58495.0,pretrial,single,english,-2.32,43,0,4
male,african-american,25-45,4,5,1,0,low,2013-10-08,1,8,misdemeanor,battery,0,260,1,1,0,0,battery,57969.0,pretrial,single,english,-1.93,43,1,7
male,caucasian,25-45,4,2,0,0,low,2013-05-01,0,3,felony,arrest case no charge,13,1066,0,0,0,0,arrest case no charge,54404.0,pretrial,single,english,-2.94,43,0,3
male,caucasian,25-45,5,3,0,0,medium,2013-01-18,0,0,misdemeanor,doc/cause public danger,0,1169,0,0,0,0,doc/cause public danger,51361.0,pretrial,single,english,-2.42,42,0,0
female,african-american,25-45,5,1,0,0,medium,2013-02-03,0,1,misdemeanor,driving license suspended,0,1153,0,0,0,0,driving license suspended,51804.0,pretrial,single,english,-3.17,42,0,1
male,african-american,25-45,1,1,1,0,low,2013-12-02,1,3,misdemeanor,operating w/o valid license,0,30,1,0,0,0,operating w/o valid license,38111.0,pretrial,single,english,-3.69,43,0,3
male,african-american,25-45,4,3,0,0,low,2013-08-23,0,3,felony,arrest case no charge,1,952,0,0,0,0,arrest case no charge,56684.0,pretrial,single,english,-2.49,43,0,3
male,african-american,25-45,1,1,1,0,low,2013-01-06,1,5,felony,grand theft (motor vehicle),201,467,1,0,0,0,grand theft (motor vehicle),37680.0,pretrial,married,english,-3.25,42,0,5
male,african-american,25-45,1,1,0,0,low,2013-05-13,0,3,felony,felony battery w/prior convict,1,1054,0,0,0,0,felony battery w/prior convict,19361.0,pretrial,married,english,-3.58,43,0,3
male,caucasian,25-45,1,1,1,0,low,2013-02-11,1,6,felony,driving while license revoked,0,22,1,0,0,0,driving while license revoked,51203.0,pretrial,single,english,-3.08,42,0,6
male,caucasian,25-45,2,1,0,0,low,2013-03-13,0,4,felony,video voyeur-<24y on child >16,0,1115,0,0,0,0,video voyeur-<24y on child >16,52966.0,pretrial,divorced,english,-3.17,42,0,4
male,caucasian,25-45,1,1,0,0,low,2014-03-28,0,0,misdemeanor,driving under the influence,0,735,0,0,0,0,driving under the influence,62351.0,pretrial,divorced,english,-3.71,44,0,0
