person_id,decile_score,rawscore,v_decile_score,is_recid,is_violent_recid,two_year_recid,sex,race,age,priors_count,juv_priors_count,c_charge_degree,maritalstatus,maritalstatus_other,maritalstatus_separated,maritalstatus_significant other,race_caucasian,race_hispanic,race_other
60838.0,1,-3.82,1,1,0,1,0,caucasian,44,1,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
56069.0,2,-2.55,3,0,0,0,0,caucasian,44,4,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
57843.0,8,-1.89,5,0,0,0,0,caucasian,44,1,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
60730.0,1,-3.39,1,0,0,0,1,caucasian,44,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
56546.0,1,-3.59,1,0,0,0,1,caucasian,44,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
52547.0,1,-3.2,1,0,0,0,0,african-american,44,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
57160.0,1,-3.31,1,0,0,0,1,african-american,44,0,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
62060.0,3,-2.46,3,0,0,0,0,african-american,44,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54500.0,3,-3.23,1,0,0,0,0,african-american,44,3,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
56281.0,1,-3.57,1,0,0,0,0,caucasian,44,4,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58255.0,1,-3.31,1,1,0,0,0,caucasian,44,1,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
60089.0,1,-3.2,1,1,0,1,0,caucasian,44,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
51116.0,1,-3.51,1,0,0,0,0,hispanic,44,0,0,1,significant other,0.0,0.0,1.0,0.0,1.0,0.0
58356.0,1,-3.24,1,1,0,1,0,other,44,6,0,0,significant other,0.0,0.0,1.0,0.0,0.0,1.0
13917.0,3,-3.03,1,0,0,0,0,caucasian,44,6,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
54835.0,6,-1.9,5,0,0,0,0,african-american,44,3,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
59301.0,1,-3.3,1,0,0,0,0,other,44,0,0,1,separated,0.0,1.0,0.0,0.0,0.0,1.0
57974.0,8,-1.81,5,1,0,1,0,african-american,44,14,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
61096.0,1,-3.83,1,0,0,0,1,hispanic,44,0,0,1,separated,0.0,1.0,0.0,0.0,1.0,0.0
55631.0,1,-2.77,2,1,0,1,0,caucasian,44,1,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
57068.0,3,-1.68,6,0,0,0,0,caucasian,44,11,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
59823.0,1,-3.45,1,0,0,0,0,african-american,44,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
52211.0,2,-2.96,1,0,0,0,0,african-american,44,2,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
61089.0,5,-2.69,2,0,0,0,0,caucasian,44,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
51587.0,7,-2.15,4,0,0,0,0,african-american,44,2,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
54734.0,1,-3.79,1,0,0,0,0,other,44,0,0,0,significant other,0.0,0.0,1.0,0.0,0.0,1.0
58420.0,3,-3.31,1,0,0,0,0,hispanic,44,0,0,0,separated,0.0,1.0,0.0,0.0,1.0,0.0
58430.0,1,-3.59,1,0,0,0,0,african-american,44,0,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
61678.0,2,-3.4,1,0,0,0,0,caucasian,44,5,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
59207.0,2,-3.44,1,0,0,0,0,african-american,44,0,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
58660.0,1,-3.26,1,1,0,0,1,caucasian,44,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
56787.0,5,-1.96,5,1,0,1,0,african-american,44,7,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
61074.0,1,-3.49,1,0,0,0,0,caucasian,44,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
61293.0,1,-3.83,1,1,0,1,1,caucasian,44,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58323.0,6,-2.76,2,0,0,0,0,african-american,44,6,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
60696.0,1,-3.79,1,1,1,1,0,caucasian,44,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
53835.0,7,-2.44,3,0,0,0,0,african-american,44,24,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
57498.0,2,-2.67,2,0,0,0,1,african-american,44,1,0,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
6954.0,7,-2.77,2,1,0,1,1,caucasian,44,11,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
53830.0,5,-2.33,3,1,0,1,0,caucasian,44,8,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
58878.0,1,-2.63,2,0,0,0,0,african-american,44,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
58777.0,4,-2.27,3,0,0,0,0,african-american,44,7,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54348.0,1,-3.34,1,0,0,0,0,caucasian,44,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
53985.0,7,-2.06,4,0,0,0,0,caucasian,44,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
53798.0,1,-3.53,1,0,0,0,0,caucasian,44,1,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
56739.0,2,-2.95,1,0,0,0,0,caucasian,44,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
51662.0,3,-2.96,1,0,0,0,0,african-american,44,1,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
4035.0,1,-2.99,1,0,0,0,0,caucasian,44,3,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
60742.0,4,-3.04,1,0,0,0,0,caucasian,44,2,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
54082.0,1,-3.6,1,0,0,0,0,caucasian,44,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
59199.0,2,-3.34,1,1,0,1,0,caucasian,44,0,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
7761.0,5,-2.83,2,1,0,1,1,caucasian,44,10,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
54542.0,3,-3.7,1,1,0,1,1,hispanic,44,4,0,0,significant other,0.0,0.0,1.0,0.0,1.0,0.0
60717.0,2,-2.95,1,1,0,1,0,caucasian,44,2,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
53811.0,1,-3.11,1,0,0,0,0,african-american,44,1,1,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
51510.0,6,-1.75,5,1,0,1,0,caucasian,44,8,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
53418.0,2,-3.22,1,0,0,0,0,hispanic,44,2,0,0,separated,0.0,1.0,0.0,0.0,1.0,0.0
56972.0,5,-1.88,5,1,0,1,0,caucasian,44,4,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
56173.0,8,-1.73,6,0,0,0,0,african-american,44,9,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
53831.0,4,-2.37,3,1,0,1,0,african-american,44,6,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
53352.0,5,-3.05,1,0,0,0,0,caucasian,44,3,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
53034.0,6,-2.69,2,1,0,1,1,caucasian,44,4,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
57295.0,5,-2.7,2,0,0,0,0,african-american,44,2,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
11820.0,4,-2.2,4,0,0,0,0,caucasian,44,4,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
52686.0,1,-3.75,1,0,0,0,0,african-american,44,0,0,1,separated,0.0,1.0,0.0,0.0,0.0,0.0
53789.0,5,-2.65,2,0,0,0,1,caucasian,44,1,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
57549.0,3,-3.2,1,0,0,0,0,african-american,44,9,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
24748.0,4,-2.83,2,1,0,1,0,african-american,44,10,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
22990.0,6,-2.47,3,0,0,0,1,african-american,44,6,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54905.0,6,-2.63,2,1,0,1,0,caucasian,44,6,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
54902.0,6,-2.11,4,1,0,0,0,african-american,44,7,1,0,single,0.0,0.0,0.0,0.0,0.0,0.0
58410.0,1,-3.47,1,1,0,1,1,caucasian,44,0,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
56267.0,3,-2.33,3,1,0,1,0,caucasian,44,2,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
53735.0,1,-3.45,1,1,1,1,1,caucasian,44,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
60774.0,2,-3.38,1,0,0,0,0,caucasian,44,5,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
51033.0,5,-2.09,4,0,0,0,0,african-american,44,0,0,1,separated,0.0,1.0,0.0,0.0,0.0,0.0
37045.0,3,-2.07,4,1,0,1,0,hispanic,44,7,0,0,significant other,0.0,0.0,1.0,0.0,1.0,0.0
56959.0,4,-3.18,1,0,0,0,0,caucasian,44,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58937.0,1,-3.29,1,0,0,0,0,caucasian,44,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
9310.0,3,-2.17,4,0,0,0,0,caucasian,44,4,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
51585.0,7,-2.43,3,0,0,0,0,caucasian,44,16,3,1,single,0.0,0.0,0.0,1.0,0.0,0.0
59469.0,3,-3.47,1,0,0,0,1,caucasian,44,1,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
58234.0,1,-3.5,1,0,0,0,0,african-american,44,0,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
54018.0,3,-3.37,1,0,0,0,0,african-american,43,2,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
57441.0,1,-3.79,1,0,0,0,0,hispanic,43,0,0,1,significant other,0.0,0.0,1.0,0.0,1.0,0.0
52947.0,1,-3.22,1,0,0,0,0,caucasian,43,2,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
61885.0,2,-3.56,1,0,0,0,1,caucasian,43,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
62238.0,9,-2.5,3,1,0,1,0,caucasian,43,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
53664.0,1,-3.54,1,0,0,0,0,african-american,43,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
13532.0,9,-1.32,7,0,0,0,1,african-american,43,9,1,1,single,0.0,0.0,0.0,0.0,0.0,0.0
20971.0,2,-3.41,1,1,0,1,0,other,43,2,0,0,separated,0.0,1.0,0.0,0.0,0.0,1.0
53836.0,9,-1.58,6,1,1,1,0,african-american,43,15,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
61234.0,1,-3.55,1,0,0,0,0,caucasian,43,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
51460.0,1,-3.54,1,1,0,1,0,african-american,43,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
60251.0,2,-3.55,1,0,0,0,1,african-american,43,2,0,1,separated,0.0,1.0,0.0,0.0,0.0,0.0
51160.0,3,-3.36,1,0,0,0,0,caucasian,43,8,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
58547.0,4,-2.29,3,1,0,1,0,african-american,43,18,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59904.0,1,-3.63,1,0,0,0,1,caucasian,43,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
59459.0,1,-3.67,1,0,0,0,0,african-american,43,0,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
56407.0,2,-3.34,1,1,0,1,1,caucasian,43,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
15395.0,4,-2.95,1,1,0,1,0,caucasian,43,13,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
52367.0,1,-3.66,1,0,0,0,0,caucasian,43,2,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
56117.0,1,-3.71,1,1,1,1,1,caucasian,43,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
60935.0,4,-2.27,3,0,0,0,0,african-american,43,7,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
17894.0,4,-3.21,1,1,0,1,0,caucasian,43,6,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58888.0,5,-2.21,4,1,1,1,0,african-american,43,1,0,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
57501.0,3,-2.64,2,1,0,1,0,hispanic,43,3,0,1,single,0.0,0.0,0.0,0.0,1.0,0.0
52387.0,6,-2.98,1,0,0,0,0,caucasian,43,9,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
57972.0,1,-3.26,1,0,0,0,0,caucasian,43,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
27745.0,4,-1.58,5,1,0,1,0,african-american,43,8,1,0,single,0.0,0.0,0.0,0.0,0.0,0.0
53302.0,6,-2.79,2,1,1,1,0,african-american,43,9,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
62296.0,1,-3.67,1,1,1,1,0,african-american,43,0,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
57025.0,1,-3.55,1,0,0,0,0,african-american,43,0,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
53699.0,5,-3.05,1,0,0,0,0,caucasian,43,4,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
46971.0,6,-1.41,7,1,0,1,0,african-american,43,7,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
60458.0,1,-2.81,2,1,1,1,0,african-american,43,4,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
53485.0,1,-3.54,1,0,0,0,1,caucasian,43,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
68025.0,7,-2.18,4,1,1,1,0,caucasian,43,11,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
54822.0,2,-3.29,1,0,0,0,1,caucasian,43,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
57564.0,5,-2.5,3,0,0,0,0,caucasian,43,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
52339.0,1,-3.7,1,0,0,0,0,caucasian,43,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
61270.0,3,-2.54,3,0,0,0,0,african-american,43,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
57273.0,1,-3.43,1,0,0,0,0,caucasian,43,2,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
51552.0,1,-3.42,1,0,0,0,0,caucasian,43,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
31864.0,8,-2.11,4,0,0,0,0,african-american,43,20,1,0,single,0.0,0.0,0.0,0.0,0.0,0.0
13699.0,6,-2.33,3,0,0,0,0,caucasian,43,12,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
52058.0,1,-3.55,1,0,0,0,1,caucasian,43,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
61622.0,5,-2.08,4,1,0,1,0,african-american,43,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
58776.0,1,-3.63,1,0,0,0,0,african-american,43,1,0,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
57625.0,1,-3.66,1,0,0,0,0,caucasian,43,1,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
58924.0,4,-3.55,1,0,0,0,0,caucasian,43,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
9694.0,6,-1.32,7,0,0,0,0,african-american,43,5,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
53569.0,9,-1.87,5,0,0,0,0,african-american,43,5,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59210.0,6,-3.0,1,0,0,0,1,african-american,43,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54411.0,1,-3.58,1,0,0,0,1,african-american,43,0,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
58981.0,1,-3.49,1,0,0,0,0,caucasian,43,2,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
57293.0,2,-3.36,1,1,0,1,0,caucasian,43,2,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
61515.0,1,-2.99,1,0,0,0,0,other,43,2,0,1,single,0.0,0.0,0.0,0.0,0.0,1.0
54766.0,1,-3.38,1,0,0,0,1,african-american,43,0,0,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
50847.0,2,-3.03,1,0,0,0,0,other,43,2,0,1,significant other,0.0,0.0,1.0,0.0,0.0,1.0
57303.0,1,-3.3,1,0,0,0,0,hispanic,43,1,0,1,single,0.0,0.0,0.0,0.0,1.0,0.0
20236.0,1,-3.07,1,1,0,0,0,african-american,43,4,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
51375.0,7,-2.32,3,0,0,0,1,african-american,43,6,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
57940.0,4,-3.2,1,1,0,1,0,caucasian,43,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
55145.0,1,-3.52,1,0,0,0,0,african-american,43,1,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
62361.0,4,-3.02,1,0,0,0,0,african-american,43,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
61331.0,4,-2.7,2,0,0,0,0,caucasian,43,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
54864.0,3,-3.57,1,0,0,0,1,african-american,43,2,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
55840.0,1,-3.7,1,1,0,1,1,caucasian,43,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58668.0,6,-3.23,1,0,0,0,1,caucasian,43,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
52860.0,1,-3.21,1,0,0,0,0,hispanic,43,0,0,1,significant other,0.0,0.0,1.0,0.0,1.0,0.0
55067.0,7,-2.43,3,0,0,0,0,african-american,43,23,1,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59912.0,1,-3.01,1,1,0,1,0,african-american,43,3,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59372.0,3,-2.42,3,1,0,1,0,african-american,43,8,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
51758.0,5,-2.47,3,0,0,0,0,african-american,43,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59587.0,8,-2.03,4,0,0,0,1,caucasian,43,7,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
47710.0,2,-3.2,1,1,1,1,0,caucasian,43,1,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
51549.0,1,-2.92,2,0,0,0,0,caucasian,43,1,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
54771.0,1,-3.27,1,1,0,1,0,caucasian,43,0,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
56542.0,1,-3.78,1,0,0,0,0,african-american,43,2,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
56466.0,1,-3.34,1,0,0,0,0,caucasian,43,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
56024.0,2,-3.62,1,1,1,1,1,caucasian,43,3,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
3145.0,1,-3.23,1,0,0,0,0,other,43,2,0,0,significant other,0.0,0.0,1.0,0.0,0.0,1.0
61471.0,1,-3.32,1,0,0,0,0,other,43,1,0,0,single,0.0,0.0,0.0,0.0,0.0,1.0
53345.0,5,-2.37,3,1,1,1,0,caucasian,43,11,0,0,other,1.0,0.0,0.0,1.0,0.0,0.0
56073.0,1,-3.58,1,0,0,0,0,caucasian,43,0,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
55842.0,2,-3.25,1,0,0,0,0,caucasian,43,4,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
59332.0,1,-3.66,1,0,0,0,0,caucasian,43,1,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
55877.0,1,-3.53,1,1,0,1,0,caucasian,43,3,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
56890.0,4,-2.44,3,0,0,0,0,other,43,3,0,0,significant other,0.0,0.0,1.0,0.0,0.0,1.0
52060.0,1,-3.52,1,1,0,1,0,hispanic,43,1,0,1,single,0.0,0.0,0.0,0.0,1.0,0.0
54787.0,1,-3.71,1,0,0,0,1,caucasian,43,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
61761.0,2,-2.85,2,0,0,0,0,african-american,43,8,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
54523.0,2,-2.81,2,0,0,0,0,other,43,3,0,0,significant other,0.0,0.0,1.0,0.0,0.0,1.0
53660.0,1,-3.51,1,0,0,0,0,african-american,43,2,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
60949.0,2,-3.31,1,1,0,1,1,african-american,43,2,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
56691.0,2,-3.2,1,1,0,1,1,african-american,43,3,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54767.0,1,-3.18,1,1,0,1,0,african-american,43,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
8924.0,5,-1.61,6,0,0,0,0,caucasian,43,5,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
8269.0,2,-2.1,4,0,0,0,0,caucasian,43,4,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
57687.0,1,-3.71,1,0,0,0,0,african-american,43,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
51140.0,7,-1.63,6,0,0,0,0,african-american,43,2,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
52081.0,5,-3.14,1,0,0,0,1,caucasian,42,3,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
51613.0,4,-2.87,2,0,0,0,0,caucasian,42,3,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58079.0,1,-3.18,1,0,0,0,0,caucasian,42,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
31012.0,7,-1.65,6,1,0,1,0,african-american,42,14,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
41260.0,1,-2.67,2,1,0,1,0,caucasian,42,4,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
52266.0,6,-2.12,4,1,0,1,0,african-american,42,9,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
62065.0,2,-3.16,1,0,0,0,1,caucasian,42,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
16608.0,8,-1.7,6,1,0,1,0,african-american,42,13,2,1,single,0.0,0.0,0.0,0.0,0.0,0.0
60890.0,1,-3.74,1,0,0,0,0,caucasian,42,1,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
52624.0,1,-3.48,1,0,0,0,0,african-american,42,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59530.0,4,-3.05,1,0,0,0,0,caucasian,42,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
51545.0,3,-3.07,1,0,0,0,1,african-american,42,2,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
61263.0,4,-2.49,3,1,0,1,0,african-american,42,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
60027.0,1,-3.52,1,0,0,0,0,african-american,42,4,0,1,separated,0.0,1.0,0.0,0.0,0.0,0.0
60887.0,1,-3.1,1,0,0,0,0,african-american,42,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54695.0,5,-2.29,3,0,0,0,0,african-american,42,7,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
54640.0,1,-3.42,1,0,0,0,0,hispanic,42,1,0,0,separated,0.0,1.0,0.0,0.0,1.0,0.0
55439.0,1,-3.46,1,0,0,0,0,other,42,1,0,1,significant other,0.0,0.0,1.0,0.0,0.0,1.0
50027.0,3,-3.18,1,1,0,1,1,caucasian,42,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
17178.0,9,-1.79,5,1,0,1,0,african-american,42,5,1,0,single,0.0,0.0,0.0,0.0,0.0,0.0
62003.0,1,-3.56,1,0,0,0,1,caucasian,42,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
54660.0,7,-2.39,3,1,0,1,0,african-american,42,33,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59114.0,1,-3.59,1,0,0,0,0,caucasian,42,0,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
52138.0,2,-3.2,1,0,0,0,0,caucasian,42,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58765.0,4,-2.57,2,0,0,0,0,caucasian,42,5,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
57905.0,4,-1.79,5,0,0,0,0,caucasian,42,2,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
61801.0,5,-2.97,1,1,1,1,0,african-american,42,7,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59083.0,5,-2.1,4,0,0,0,0,african-american,42,2,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
57802.0,5,-2.57,2,0,0,0,0,african-american,42,8,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
31084.0,8,-1.11,8,1,0,1,0,african-american,42,6,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
57287.0,1,-3.17,1,0,0,0,0,other,42,1,0,0,single,0.0,0.0,0.0,0.0,0.0,1.0
55832.0,1,-3.7,1,0,0,0,0,caucasian,42,0,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
9130.0,6,-2.61,2,0,0,0,1,african-american,42,16,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
47596.0,4,-3.14,1,1,0,1,1,caucasian,42,5,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
58347.0,1,-2.99,1,0,0,0,0,african-american,42,1,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
62315.0,6,-2.48,3,1,1,1,0,african-american,42,1,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
49128.0,7,-2.17,4,1,0,1,0,african-american,42,17,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
59097.0,1,-3.47,1,0,0,0,1,caucasian,42,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
58978.0,1,-3.67,1,0,0,0,0,hispanic,42,0,0,1,separated,0.0,1.0,0.0,0.0,1.0,0.0
19575.0,6,-1.57,6,0,0,0,0,african-american,42,5,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
50880.0,7,-1.99,4,0,0,0,0,african-american,42,0,0,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
59692.0,5,-2.88,2,0,0,0,0,caucasian,42,0,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
50569.0,5,-2.86,3,0,0,0,0,hispanic,42,3,0,1,separated,0.0,1.0,0.0,0.0,1.0,0.0
62282.0,1,-3.67,1,0,0,0,0,caucasian,42,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
52057.0,3,-3.33,1,0,0,0,0,caucasian,42,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
