two_year_recid,sex,age,priors_count,juv_priors_count,c_charge_degree,maritalstatus_other,maritalstatus_separated,maritalstatus_significant other,race_african-american,race_hispanic,race_other
0,1,45,9,0,1,0.0,0.0,0.0,1.0,0.0,0.0
1,0,45,17,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,45,8,0,0,0.0,1.0,0.0,1.0,0.0,0.0
1,0,45,12,1,1,0.0,0.0,0.0,1.0,0.0,0.0
1,0,45,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,6,0,0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,45,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,45,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,4,0,1,0.0,0.0,1.0,1.0,0.0,0.0
0,0,45,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,45,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,4,0,0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,45,15,0,0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,45,10,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,45,15,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,45,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
0,0,45,16,1,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,45,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,45,8,0,0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,45,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,3,0,0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,45,6,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,45,8,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,1,45,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0
0,1,45,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,20,2,1,0.0,0.0,1.0,1.0,0.0,0.0
1,0,45,20,0,0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,45,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,45,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,45,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,45,5,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,45,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0
0,0,45,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,45,3,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0
0,0,45,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,45,13,0,1,0.0,1.0,0.0,1.0,0.0,0.0
0,1,45,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,11,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,45,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45,3,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,45,3,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,45,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,1,45,3,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,45,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,45,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45,3,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,45,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0
0,0,45,16,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,45,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45,8,0,0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,45,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0
0,0,45,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,45,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,0,45,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,45,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,44,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0
1,0,44,2,0,0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,44,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0
0,1,44,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
1,0,44,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,2,0,1,0.0,1.0,0.0,0.0,1.0,0.0
0,0,44,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,44,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,4,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,44,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,1,44,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,44,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,3,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,44,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0
1,0,44,6,0,0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,44,6,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,44,3,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0
1,0,44,14,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,44,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0
1,0,44,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,44,11,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,44,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,44,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,5,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,44,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,44,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,1,44,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,6,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,44,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44,24,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,1,44,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0
1,1,44,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,44,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,44,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,44,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,44,4,0,0,0.0,0.0,1.0,0.0,1.0,0.0
1,0,44,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0
1,0,44,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,2,0,0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,44,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,9,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,44,6,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,3,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,44,4,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,44,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0
0,1,44,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,9,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,44,10,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,1,44,6,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,44,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,7,1,0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,44,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,44,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,44,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0
1,0,44,7,0,0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,4,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,44,16,3,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,44,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,43,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0
0,0,43,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,43,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
1,0,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,9,1,1,0.0,0.0,0.0,1.0,0.0,0.0
1,0,43,2,0,0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,43,15,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,43,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,2,0,1,0.0,1.0,0.0,1.0,0.0,0.0
0,0,43,8,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,43,18,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
1,1,43,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,43,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,43,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,7,0,0,0.0,1.0,0.0,1.0,0.0,0.0
1,0,43,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,43,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0
1,0,43,3,0,1,0.0,0.0,0.0,0.0,1.0,0.0
0,0,43,9,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,43,8,1,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,43,9,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,43,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,43,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,43,4,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
1,0,43,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,43,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,20,1,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,43,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
1,0,43,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0
0,0,43,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,43,5,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,43,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,43,2,0,1,0.0,0.0,0.0,0.0,0.0,1.0
0,1,43,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0
0,0,43,2,0,1,0.0,0.0,1.0,0.0,0.0,1.0
0,0,43,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0
0,0,43,4,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,6,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,43,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,43,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,43,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0
0,0,43,23,1,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,43,3,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,43,8,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,43,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,43,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
1,0,43,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,43,3,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,43,2,0,0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,43,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,43,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,43,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,43,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,43,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,3,0,0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,43,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0
0,1,43,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,43,8,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,3,0,0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,43,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,43,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,1,43,3,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,43,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,5,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,43,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,43,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,42,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,42,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,42,14,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,42,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,42,9,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,42,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
1,0,42,13,2,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,42,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0
1,0,42,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,4,0,1,0.0,1.0,0.0,1.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,7,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,42,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0
1,1,42,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,42,5,1,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,42,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
1,0,42,33,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0
1,0,42,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,8,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,42,6,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,42,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,42,16,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,42,5,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,42,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
1,0,42,17,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,1,42,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0
0,0,42,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0
0,0,42,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,42,3,0,1,0.0,1.0,0.0,0.0,1.0,0.0
0,0,42,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,42,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,42,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,42,6,0,1,0.0,0.0,0.0,0.0,0.0,1.0
0,1,42,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,42,3,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,42,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,42,2,0,1,0.0,0.0,0.0,0.0,0.0,1.0
0,1,42,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,42,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,42,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,42,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,42,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,7,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,42,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,42,7,1,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,42,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,42,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,42,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,42,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,42,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,42,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
0,0,42,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,1,42,8,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,42,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0
0,0,42,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
0,1,42,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,42,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,42,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,42,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
1,0,42,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,42,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,42,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,42,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0
0,1,41,5,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,1,41,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,41,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,41,5,0,1,0.0,0.0,1.0,0.0,0.0,0.0
1,0,41,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,41,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,41,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,41,3,0,0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,41,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,41,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,41,16,2,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,41,6,1,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,41,9,3,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,41,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,41,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,41,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,41,3,0,0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,41,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,41,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,41,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,41,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0
0,0,41,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
0,0,41,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0
1,0,41,31,0,0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,41,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,41,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
1,0,41,6,2,0,0.0,0.0,1.0,1.0,0.0,0.0
